"ECO_ID","ECO_NAME","BIOME_NUM","BIOME_NAME","REALM","COLOR","COLOR_BIO","UNIQUE_ECOREGION_COLOR","BIOMES_O_PLENTY_BIOME","BIOMES_O_PLENTY_BIOME_PRIORITY","REGIONS_UNEXPLORED_BIOME","REGIONS_UNEXPLORED_BIOME_PRIORITY","NATURES_SPIRIT_BIOME","NATURES_SPIRIT_BIOME_PRIORITY","MINECRAFT_BIOME"
"410","Beringia upland tundra","11","Tundra","Nearctic","#5ACFC7","#9ED7C2","#9AC0B0","biomesoplenty:tundra","2","regions_unexplored:frozen_pine_taiga","3","natures_spirit:snowcapped_red_peaks","1","minecraft:snowy_plains"
"411","Brooks-British Range tundra","11","Tundra","Nearctic","#66BECA","#9ED7C2","#93FFE2","biomesoplenty:tundra","2","regions_unexplored:icy_heights","3","natures_spirit:snowcapped_red_peaks","1","minecraft:snowy_plains"
"412","Canadian High Arctic tundra","11","Tundra","Nearctic","#579ACE","#9ED7C2","#96BBA7","biomesoplenty:cold_desert","3","regions_unexplored:frozen_tundra","2","natures_spirit:snowcapped_red_peaks","1","minecraft:snowy_plains"
"413","Canadian Low Arctic tundra","11","Tundra","Nearctic","#4DB18F","#9ED7C2","#98FED7","biomesoplenty:muskeg","3","regions_unexplored:cold_boreal_taiga","2","natures_spirit:snowcapped_red_peaks","1","minecraft:snowy_plains"
"414","Canadian Middle Arctic Tundra","11","Tundra","Nearctic","#6DB5DE","#9ED7C2","#92B69F","biomesoplenty:muskeg","3","regions_unexplored:frozen_pine_taiga","2","natures_spirit:snowcapped_red_peaks","1","minecraft:snowy_plains"
"415","Davis Highlands tundra","11","Tundra","Nearctic","#4CB9BB","#9ED7C2","#9AF9CA","biomesoplenty:tundra","2","regions_unexplored:icy_heights","3","natures_spirit:snowcapped_red_peaks","1","minecraft:snowy_plains"
"416","Interior Yukon-Alaska alpine tundra","11","Tundra","Nearctic","#6EE3C6","#9ED7C2","#65B1AE","biomesoplenty:tundra","2","regions_unexplored:frozen_tundra","3","natures_spirit:snowcapped_red_peaks","1","minecraft:snowy_slopes"
"417","Kalaallit Nunaat Arctic steppe","11","Tundra","Nearctic","#64DEE3","#9ED7C2","#9DF4BF","biomesoplenty:cold_desert","3","regions_unexplored:cold_boreal_taiga","2","natures_spirit:snowcapped_red_peaks","1","minecraft:snowy_plains"
"418","Kalaallit Nunaat High Arctic tundra","11","Tundra","Nearctic","#6AFBEE","#9ED7C2","#66ACA2","biomesoplenty:cold_desert","3","regions_unexplored:frozen_pine_taiga","2","natures_spirit:snowcapped_red_peaks","1","minecraft:snowy_plains"
"419","Ogilvie-MacKenzie alpine tundra","11","Tundra","Nearctic","#74D0E7","#9ED7C2","#9FEFB6","biomesoplenty:tundra","2","regions_unexplored:frozen_tundra","3","natures_spirit:snowcapped_red_peaks","1","minecraft:snowy_slopes"
"420","Pacific Coastal Mountain icefields and tundra","11","Tundra","Nearctic","#4C82B6","#9ED7C2","#65B1AF","biomesoplenty:tundra","3","regions_unexplored:icy_heights","2","natures_spirit:snowcapped_red_peaks","1","minecraft:snowy_slopes"
"421","Torngat Mountain tundra","11","Tundra","Nearctic","#5ABF9D","#9ED7C2","#A1EAE2","biomesoplenty:tundra","2","regions_unexplored:spires","3","natures_spirit:snowcapped_red_peaks","1","minecraft:snowy_slopes"
"422","California coastal sage and chaparral","12","Mediterranean Forests, Woodlands & Scrub","Nearctic","#FF7F7E","#FE0000","#E2203E","biomesoplenty:mediterranean_forest","2","regions_unexplored:shrubland","3","natures_spirit:chaparral","1","minecraft:savanna"
"423","California interior chaparral and woodlands","12","Mediterranean Forests, Woodlands & Scrub","Nearctic","#FFA77F","#FE0000","#FF2600","biomesoplenty:mediterranean_forest","2","regions_unexplored:dry_bushland","3","natures_spirit:chaparral","1","minecraft:savanna"
"424","California montane chaparral and woodlands","12","Mediterranean Forests, Woodlands & Scrub","Nearctic","#A93800","#FE0000","#DD2455","biomesoplenty:highland","3","regions_unexplored:shrubland","2","natures_spirit:chaparral","1","minecraft:savanna"
"425","Santa Lucia Montane Chaparral & Woodlands","12","Mediterranean Forests, Woodlands & Scrub","Nearctic","#B54B01","#FE0000","#FF0618","biomesoplenty:highland","3","regions_unexplored:dry_bushland","2","natures_spirit:chaparral","1","minecraft:savanna"
"426","Baja California desert","13","Deserts & Xeric Shrublands","Nearctic","#E0B45B","#CC6767","#A65E39","","","regions_unexplored:saguaro_desert","1","natures_spirit:drylands","2","minecraft:desert"
"427","Central Mexican matorral","13","Deserts & Xeric Shrublands","Nearctic","#CC9141","#CC6767","#D06E75","","","regions_unexplored:dry_bushland","1","natures_spirit:drylands","2","minecraft:desert"
"428","Chihuahuan desert","13","Deserts & Xeric Shrublands","Nearctic","#E18C78","#CC6767","#A1533B","","","regions_unexplored:saguaro_desert","1","natures_spirit:drylands","2","minecraft:desert"
"429","Colorado Plateau shrublands","13","Deserts & Xeric Shrublands","Nearctic","#FF7F7E","#CC6767","#CB7081","","","regions_unexplored:dry_bushland","2","natures_spirit:stratified_desert","1","minecraft:badlands"
"430","Great Basin shrub steppe","13","Deserts & Xeric Shrublands","Nearctic","#FFA77F","#CC6767","#F5715F","","","regions_unexplored:dry_bushland","1","natures_spirit:xeric_plains","2","minecraft:badlands"
"431","Gulf of California xeric scrub","13","Deserts & Xeric Shrublands","Nearctic","#E18C78","#CC6767","#C6728B","","","regions_unexplored:dry_bushland","1","natures_spirit:xeric_plains","2","minecraft:desert"
"432","Meseta Central matorral","13","Deserts & Xeric Shrublands","Nearctic","#A57024","#CC6767","#F06463","","","regions_unexplored:dry_bushland","1","natures_spirit:drylands","2","minecraft:badlands"
"433","Mojave desert","13","Deserts & Xeric Shrublands","Nearctic","#FA5D4E","#CC6767","#C18C73","biomesoplenty:rocky_shrubland","1","regions_unexplored:saguaro_desert","3","natures_spirit:drylands","2","minecraft:badlands"
"434","Snake-Columbia shrub steppe","13","Deserts & Xeric Shrublands","Nearctic","#C4694E","#CC6767","#EB6673","biomesoplenty:dryland","1","regions_unexplored:dry_bushland","3","natures_spirit:xeric_plains","2","minecraft:savanna"
"435","Sonoran desert","13","Deserts & Xeric Shrublands","Nearctic","#FA5870","#CC6767","#BC8375","","","regions_unexplored:saguaro_desert","1","natures_spirit:drylands","2","minecraft:desert"
"436","Tamaulipan matorral","13","Deserts & Xeric Shrublands","Nearctic","#BA4A58","#CC6767","#E66984","","","regions_unexplored:dry_bushland","1","natures_spirit:drylands","2","minecraft:desert"
"437","Tamaulipan mezquital","13","Deserts & Xeric Shrublands","Nearctic","#F9A461","#CC6767","#B77C76","","","regions_unexplored:dry_bushland","1","natures_spirit:drylands","2","minecraft:desert"
"438","Wyoming Basin shrub steppe","13","Deserts & Xeric Shrublands","Nearctic","#B57C47","#CC6767","#E16C92","","","regions_unexplored:dry_bushland","1","natures_spirit:xeric_plains","2","minecraft:badlands"
"439","Alto Paran? Atlantic forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#267400","#38A700","#418D17","biomesoplenty:rainforest","1","regions_unexplored:sparse_rainforest","3","natures_spirit:tropical_woods","2","minecraft:jungle"
"440","Araucaria moist forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#70A800","#38A700","#09B700","","","regions_unexplored:rainforest","1","natures_spirit:tropical_woods","2","minecraft:jungle"
"441","Atlantic Coast restingas","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#6C9400","#38A700","#3F8800","biomesoplenty:rainforest","1","regions_unexplored:tropics","3","natures_spirit:tropical_shores","2","minecraft:jungle"
"442","Bahia coastal forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#2E5D00","#38A700","#20B204","biomesoplenty:tropics","1","regions_unexplored:tropics","3","natures_spirit:tropical_shores","2","minecraft:jungle"
"443","Bahia interior forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#47B700","#38A700","#4C8300","","","regions_unexplored:sparse_rainforest","1","natures_spirit:tropical_woods","2","minecraft:jungle"
"444","Bolivian Yungas","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#085401","#38A700","#48A90B","","","regions_unexplored:sparse_rainforest","1","natures_spirit:tropical_woods","2","minecraft:jungle"
"445","Caatinga Enclaves moist forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#4DE600","#38A700","#577E00","","","regions_unexplored:sparse_rainforest","1","natures_spirit:tropical_woods","2","minecraft:jungle"
"446","Caqueta moist forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#219100","#38A700","#47A90B","","","regions_unexplored:rainforest","1","natures_spirit:tropical_woods","2","minecraft:jungle"
"447","Catatumbo moist forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#13ED00","#38A700","#10D300","","","regions_unexplored:sparse_rainforest","1","natures_spirit:tropical_woods","2","minecraft:jungle"
"448","Cauca Valley montane forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#6C9400","#38A700","#58A40F","","","regions_unexplored:sparse_rainforest","1","natures_spirit:tropical_basin","2","minecraft:jungle"
"449","Cayos Miskitos-San Andr?s and Providencia moist forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#267400","#38A700","#27CE00","","","regions_unexplored:sparse_rainforest","1","natures_spirit:tropical_woods","2","minecraft:jungle"
"450","Central American Atlantic moist forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#5AA500","#38A700","#679F12","biomesoplenty:rainforest","1","regions_unexplored:rainforest","3","natures_spirit:tropical_woods","2","minecraft:jungle"
"451","Central American montane forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#98E500","#38A700","#3CC900","","","regions_unexplored:sparse_rainforest","1","natures_spirit:tropical_basin","2","minecraft:jungle"
"452","Chiapas montane forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#0E5B00","#38A700","#159A15","","","regions_unexplored:sparse_rainforest","1","natures_spirit:tropical_basin","2","minecraft:jungle"
"453","Chimalapas montane forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#5AA500","#38A700","#50C400","","","regions_unexplored:sparse_rainforest","1","natures_spirit:tropical_basin","2","minecraft:jungle"
"454","Choc?-Dari?n moist forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#13ED00","#38A700","#259518","biomesoplenty:rainforest","1","regions_unexplored:rainforest","3","natures_spirit:tropical_woods","2","minecraft:jungle"
"455","Cocos Island moist forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#4DE600","#38A700","#64BF00","","","regions_unexplored:tropics","1","natures_spirit:tropical_shores","2","minecraft:jungle"
"456","Cordillera La Costa montane forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#36C900","#38A700","#1F9000","","","regions_unexplored:sparse_rainforest","1","natures_spirit:tropical_basin","2","minecraft:jungle"
"457","Cordillera Oriental montane forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#36C900","#38A700","#77BA03","","","regions_unexplored:sparse_rainforest","1","natures_spirit:tropical_basin","2","minecraft:jungle"
"458","Costa Rican seasonal moist forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#98E500","#38A700","#2E8B00","","","regions_unexplored:rainforest","1","natures_spirit:tropical_woods","2","minecraft:jungle"
"459","Cuban moist forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#70A800","#38A700","#0CB507","","","regions_unexplored:sparse_rainforest","1","natures_spirit:tropical_woods","2","minecraft:jungle"
"460","Eastern Cordillera Real montane forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#0E5B00","#38A700","#3B8600","","","regions_unexplored:sparse_rainforest","1","natures_spirit:tropical_basin","2","minecraft:jungle"
"461","Eastern Panamanian montane forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#0E5B00","#38A700","#21B00B","","","regions_unexplored:sparse_rainforest","1","natures_spirit:tropical_basin","2","minecraft:jungle"
"462","Fernando de Noronha-Atol das Rocas moist forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#4DE600","#38A700","#478100","","","regions_unexplored:rainforest","1","natures_spirit:tropical_woods","2","minecraft:jungle"
"463","Guianan freshwater swamp forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#267301","#38A700","#47A612","biomesoplenty:floodplain","1","regions_unexplored:bayou","3","natures_spirit:tropical_woods","2","minecraft:swamp"
"464","Guianan Highlands moist forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#ABE038","#38A700","#527C00","","","regions_unexplored:sparse_rainforest","1","natures_spirit:tropical_basin","2","minecraft:jungle"
"465","Guianan lowland moist forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#70A800","#38A700","#57A115","","","regions_unexplored:sparse_rainforest","1","natures_spirit:tropical_woods","2","minecraft:jungle"
"466","Guianan piedmont moist forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#4D7200","#38A700","#0BD000","","","regions_unexplored:rainforest","1","natures_spirit:tropical_woods","2","minecraft:jungle"
"467","Gurupa v?rzea","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#4DE600","#38A700","#659C18","biomesoplenty:floodplain","3","regions_unexplored:sparse_rainforest","1","natures_spirit:tropical_woods","2","minecraft:jungle"
"468","Hispaniolan moist forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#4DE600","#38A700","#21CB00","","","regions_unexplored:rainforest","1","natures_spirit:tropical_woods","2","minecraft:jungle"
"469","Iquitos v?rzea","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#0D6101","#38A700","#699700","biomesoplenty:floodplain","3","regions_unexplored:sparse_rainforest","1","natures_spirit:tropical_woods","2","minecraft:jungle"
"470","Isthmian-Atlantic moist forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#23DB01","#38A700","#37C600","biomesoplenty:rainforest","1","regions_unexplored:rainforest","3","natures_spirit:tropical_woods","2","minecraft:jungle"
"471","Isthmian-Pacific moist forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#47B700","#38A700","#689700","","","regions_unexplored:sparse_rainforest","1","natures_spirit:tropical_woods","2","minecraft:jungle"
"472","Jamaican moist forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#47B700","#38A700","#4CC103","","","regions_unexplored:rainforest","1","natures_spirit:tropical_woods","2","minecraft:jungle"
"473","Japur?-Solim?es-Negro moist forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#267400","#38A700","#0C9200","","","regions_unexplored:rainforest","1","natures_spirit:tropical_woods","2","minecraft:jungle"
"474","Juru?-Purus moist forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#70A800","#38A700","#61BC07","","","regions_unexplored:rainforest","1","natures_spirit:tropical_woods","2","minecraft:jungle"
"475","Leeward Islands moist forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#4DE600","#38A700","#1B8D00","","","regions_unexplored:tropics","1","natures_spirit:tropical_shores","2","minecraft:jungle"
"476","Madeira-Tapaj?s moist forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#267400","#38A700","#74B70B","","","regions_unexplored:rainforest","1","natures_spirit:tropical_woods","2","minecraft:jungle"
"477","Magdalena Valley montane forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#5AA500","#38A700","#298800","","","regions_unexplored:sparse_rainforest","1","natures_spirit:tropical_basin","2","minecraft:jungle"
"478","Magdalena-Urab? moist forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#0E5B00","#38A700","#0FB20F","","","regions_unexplored:rainforest","1","natures_spirit:tropical_woods","2","minecraft:jungle"
"479","Mara??n dry forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#4DE600","#38A700","#368300","","","regions_unexplored:tropics","1","natures_spirit:sparse_tropical_woods","2","minecraft:jungle"
"480","Maraj? v?rzea","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#267400","#38A700","#24AD13","biomesoplenty:floodplain","3","regions_unexplored:rainforest","1","natures_spirit:tropical_woods","2","minecraft:jungle"
"481","Mato Grosso tropical dry forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#2E5D00","#38A700","#427E00","","","regions_unexplored:tropics","1","natures_spirit:sparse_tropical_woods","2","minecraft:jungle"
"482","Monte Alegre v?rzea","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#265401","#38A700","#36A816","biomesoplenty:floodplain","3","regions_unexplored:rainforest","1","natures_spirit:tropical_woods","2","minecraft:jungle"
"483","Napo moist forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#478000","#38A700","#86D200","","","regions_unexplored:rainforest","1","natures_spirit:tropical_woods","2","minecraft:jungle"
"484","Negro-Branco moist forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#0E5B00","#38A700","#47A319","","","regions_unexplored:rainforest","1","natures_spirit:tropical_woods","2","minecraft:jungle"
"485","Northeast Brazil restingas","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#4C7300","#38A700","#06CD00","","","regions_unexplored:tropics","1","natures_spirit:tropical_woods","2","minecraft:jungle"
"486","Northwest Andean montane forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#47B700","#38A700","#469E00","","","regions_unexplored:sparse_rainforest","1","natures_spirit:tropical_basin","2","minecraft:jungle"
"487","Oaxacan montane forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#98E500","#38A700","#1EC802","","","regions_unexplored:sparse_rainforest","1","natures_spirit:tropical_basin","2","minecraft:jungle"
"488","Orinoco Delta swamp forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#004300","#38A700","#559900","biomesoplenty:bayou","1","regions_unexplored:muddy_river","3","natures_spirit:tropical_woods","2","minecraft:swamp"
"489","Pantanos de Centla","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#98E500","#38A700","#36C307","","","regions_unexplored:sparse_rainforest","1","natures_spirit:tropical_woods","2","minecraft:jungle"
"490","Pantepui forests & shrublands","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#0E5B00","#38A700","#639400","","","regions_unexplored:sparse_rainforest","1","natures_spirit:tropical_woods","2","minecraft:jungle"
"491","Pernambuco coastal forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#4C7300","#38A700","#4CBF0B","biomesoplenty:tropics","1","regions_unexplored:tropics","3","natures_spirit:tropical_shores","2","minecraft:jungle"
"492","Pernambuco interior forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#13ED00","#38A700","#088F00","","","regions_unexplored:rainforest","1","natures_spirit:tropical_woods","2","minecraft:jungle"
"493","Peruvian Yungas","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#98E500","#38A700","#60BA0F","","","regions_unexplored:sparse_rainforest","1","natures_spirit:tropical_woods","2","minecraft:jungle"
"494","Pet?n-Veracruz moist forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#4DE600","#38A700","#178A00","","","regions_unexplored:rainforest","1","natures_spirit:tropical_woods","2","minecraft:jungle"
"495","Puerto Rican moist forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#47B700","#38A700","#71B513","","","regions_unexplored:sparse_rainforest","1","natures_spirit:tropical_woods","2","minecraft:jungle"
"496","Purus v?rzea","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#004300","#38A700","#258500","biomesoplenty:floodplain","3","regions_unexplored:rainforest","1","natures_spirit:tropical_woods","2","minecraft:jungle"
"497","Purus-Madeira moist forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#599100","#38A700","#81B016","","","regions_unexplored:rainforest","1","natures_spirit:tropical_woods","2","minecraft:jungle"
"498","Rio Negro campinarana","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#13ED00","#38A700","#328000","biomesoplenty:rainforest","1","regions_unexplored:rainforest","3","natures_spirit:tropical_woods","2","minecraft:jungle"
"499","Santa Marta montane forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#4C7300","#38A700","#26AB1A","","","regions_unexplored:sparse_rainforest","1","natures_spirit:tropical_basin","2","minecraft:jungle"
