"ECO_ID","ECO_NAME","BIOME_NUM","BIOME_NAME","REALM","COLOR","COLOR_BIO","UNIQUE_ECOREGION_COLOR","BIOMES_O_PLENTY_BIOME","MINECRAFT_BIOME"
"612","Bahamian-Antillean mangroves","14","Mangroves","Neotropic","#E600AA","#FE01C4","#FF00AD","biomesoplenty:bayou","minecraft:mangrove_swamp"
"613","Mesoamerican Gulf-Caribbean mangroves","14","Mangroves","Neotropic","#E600AA","#FE01C4","#DC0FF2","biomesoplenty:bayou","minecraft:mangrove_swamp"
"614","Northern Mesoamerican Pacific mangroves","14","Mangroves","Neotropic","#E600AA","#FE01C4","#FF00E6","biomesoplenty:wetland","minecraft:mangrove_swamp"
"615","South American Pacific mangroves","14","Mangroves","Neotropic","#E600AA","#FE01C4","#ED147D","biomesoplenty:wetland","minecraft:mangrove_swamp"
"616","Southern Atlantic Brazilian mangroves","14","Mangroves","Neotropic","#E600AA","#FE01C4","#FB00FF","biomesoplenty:wetland","minecraft:mangrove_swamp"
"617","Southern Mesoamerican Pacific mangroves","14","Mangroves","Neotropic","#E600AA","#FE01C4","#E81994","biomesoplenty:wetland","minecraft:mangrove_swamp"
"618","Carolines tropical moist forests","1","Tropical & Subtropical Moist Broadleaf Forests","Oceania","#36C900","#38A700","#6CBB00","","minecraft:jungle"
"619","Central Polynesian tropical moist forests","1","Tropical & Subtropical Moist Broadleaf Forests","Oceania","#11EE00","#38A700","#338C12","","minecraft:jungle"
"620","Cook Islands tropical moist forests","1","Tropical & Subtropical Moist Broadleaf Forests","Oceania","#98E500","#38A700","#7DB600","","minecraft:jungle"
"621","Eastern Micronesia tropical moist forests","1","Tropical & Subtropical Moist Broadleaf Forests","Oceania","#36C900","#38A700","#408714","","minecraft:jungle"
"622","Fiji tropical moist forests","1","Tropical & Subtropical Moist Broadleaf Forests","Oceania","#267301","#38A700","#0EB100","","minecraft:jungle"
"623","Hawai'i tropical moist forests","1","Tropical & Subtropical Moist Broadleaf Forests","Oceania","#267400","#38A700","#4C8216","","minecraft:jungle"
"624","Kermadec Islands subtropical moist forests","1","Tropical & Subtropical Moist Broadleaf Forests","Oceania","#98E500","#38A700","#22AC02","","minecraft:jungle"
"625","Marquesas tropical moist forests","1","Tropical & Subtropical Moist Broadleaf Forests","Oceania","#70A800","#38A700","#4C7D00","","minecraft:jungle"
"626","Ogasawara subtropical moist forests","1","Tropical & Subtropical Moist Broadleaf Forests","Oceania","#70A800","#38A700","#48A209","","minecraft:jungle"
"627","Palau tropical moist forests","1","Tropical & Subtropical Moist Broadleaf Forests","Oceania","#6C9400","#38A700","#00D101","","minecraft:jungle"
"628","Rapa Nui and Sala y Gómez subtropical forests","1","Tropical & Subtropical Moist Broadleaf Forests","Oceania","#47B700","#38A700","#589D0C","","minecraft:jungle"
"629","Samoan tropical moist forests","1","Tropical & Subtropical Moist Broadleaf Forests","Oceania","#4C7300","#38A700","#16CC00","","minecraft:jungle"
"630","Society Islands tropical moist forests","1","Tropical & Subtropical Moist Broadleaf Forests","Oceania","#36C900","#38A700","#66980F","","minecraft:jungle"
"631","Tongan tropical moist forests","1","Tropical & Subtropical Moist Broadleaf Forests","Oceania","#70A800","#38A700","#2BC700","","minecraft:jungle"
"632","Tuamotu tropical moist forests","1","Tropical & Subtropical Moist Broadleaf Forests","Oceania","#267400","#38A700","#169312","","minecraft:jungle"
"633","Tubuai tropical moist forests","1","Tropical & Subtropical Moist Broadleaf Forests","Oceania","#267400","#38A700","#40C200","","minecraft:jungle"
"634","Western Polynesian tropical moist forests","1","Tropical & Subtropical Moist Broadleaf Forests","Oceania","#4C7300","#38A700","#159312","","minecraft:jungle"
"635","Fiji tropical dry forests","2","Tropical & Subtropical Dry Broadleaf Forests","Oceania","#CEDF41","#CCCD65","#E3D767","biomesoplenty:orchard","minecraft:forest"
"636","Hawai'i tropical dry forests","2","Tropical & Subtropical Dry Broadleaf Forests","Oceania","#98E500","#CCCD65","#A7B473","biomesoplenty:orchard","minecraft:forest"
"637","Marianas tropical dry forests","2","Tropical & Subtropical Dry Broadleaf Forests","Oceania","#DAFA35","#CCCD65","#DEC66A","biomesoplenty:orchard","minecraft:forest"
"638","Yap tropical dry forests","2","Tropical & Subtropical Dry Broadleaf Forests","Oceania","#83D004","#CCCD65","#AAAF74","biomesoplenty:orchard","minecraft:forest"
"639","Hawai'i tropical high shrublands","7","Tropical & Subtropical Grasslands, Savannas & Shrublands","Oceania","#E69800","#FEAA01","#FF5903","biomesoplenty:shrubland","minecraft:savanna"
"640","Hawai'i tropical low shrublands","7","Tropical & Subtropical Grasslands, Savannas & Shrublands","Oceania","#FFAA01","#FEAA01","#DB8D00","biomesoplenty:shrubland","minecraft:savanna"
"641","Northwest Hawai'i scrub","7","Tropical & Subtropical Grasslands, Savannas & Shrublands","Oceania","#4AFB48","#FEAA01","#FFF309","biomesoplenty:shrubland","minecraft:savanna"
"642","Guizhou Plateau broadleaf and mixed forests","1","Tropical & Subtropical Moist Broadleaf Forests","Palearctic","#267400","#38A700","#3C7F00","","minecraft:jungle"
"643","Yunnan Plateau subtropical evergreen forests","1","Tropical & Subtropical Moist Broadleaf Forests","Palearctic","#5AA500","#38A700","#23A909","biomesoplenty:jade_cliffs","minecraft:jungle"
"644","Appenine deciduous montane forests","4","Temperate Broadleaf & Mixed Forests","Palearctic","#9CEF79","#00734C","#00A042","biomesoplenty:woodland","minecraft:forest"
"645","Azores temperate mixed forests","4","Temperate Broadleaf & Mixed Forests","Palearctic","#8BA685","#00734C","#0C6739","biomesoplenty:woodland","minecraft:forest"
"646","Balkan mixed forests","4","Temperate Broadleaf & Mixed Forests","Palearctic","#7BE038","#00734C","#009B2F","biomesoplenty:woodland","minecraft:forest"
"647","Baltic mixed forests","4","Temperate Broadleaf & Mixed Forests","Palearctic","#95D48D","#00734C","#0E622E","biomesoplenty:woodland","minecraft:forest"
"648","Cantabrian mixed forests","4","Temperate Broadleaf & Mixed Forests","Palearctic","#4D9228","#00734C","#009689","biomesoplenty:woodland","minecraft:forest"
"649","Caspian Hyrcanian mixed forests","4","Temperate Broadleaf & Mixed Forests","Palearctic","#71EB64","#00734C","#105D5C","biomesoplenty:woodland","minecraft:forest"
"650","Caucasus mixed forests","4","Temperate Broadleaf & Mixed Forests","Palearctic","#38B529","#00734C","#009174","biomesoplenty:old_growth_woodland","minecraft:forest"
"651","Celtic broadleaf forests","4","Temperate Broadleaf & Mixed Forests","Palearctic","#8DB376","#00734C","#00584D","biomesoplenty:old_growth_woodland","minecraft:forest"
"652","Central Anatolian steppe and woodlands","4","Temperate Broadleaf & Mixed Forests","Palearctic","#77D14D","#00734C","#008C61","biomesoplenty:woodland","minecraft:forest"
"653","Central China Loess Plateau mixed forests","4","Temperate Broadleaf & Mixed Forests","Palearctic","#B2F693","#00734C","#005340","biomesoplenty:aspen_glade","minecraft:forest"
"654","Central European mixed forests","4","Temperate Broadleaf & Mixed Forests","Palearctic","#4DE600","#00734C","#00874E","biomesoplenty:old_growth_woodland","minecraft:forest"
"655","Central Korean deciduous forests","4","Temperate Broadleaf & Mixed Forests","Palearctic","#88D97D","#00734C","#004E33","biomesoplenty:aspen_glade","minecraft:forest"
"656","Changbai Mountains mixed forests","4","Temperate Broadleaf & Mixed Forests","Palearctic","#B3F7AC","#00734C","#03823F","biomesoplenty:woodland","minecraft:forest"
"657","Changjiang Plain evergreen forests","4","Temperate Broadleaf & Mixed Forests","Palearctic","#55A649","#00734C","#004928","biomesoplenty:orchard","minecraft:forest"
"658","Crimean Submediterranean forest complex","4","Temperate Broadleaf & Mixed Forests","Palearctic","#4DE600","#00734C","#067D31","biomesoplenty:woodland","minecraft:forest"
"659","Daba Mountains evergreen forests","4","Temperate Broadleaf & Mixed Forests","Palearctic","#82F178","#00734C","#009D44","biomesoplenty:woodland","minecraft:forest"
"660","Dinaric Mountains mixed forests","4","Temperate Broadleaf & Mixed Forests","Palearctic","#9CCF97","#00734C","#097874","biomesoplenty:woodland","minecraft:forest"
"661","East European forest steppe","4","Temperate Broadleaf & Mixed Forests","Palearctic","#58BD33","#00734C","#009D45","biomesoplenty:forested_field","minecraft:forest"
"662","Eastern Anatolian deciduous forests","4","Temperate Broadleaf & Mixed Forests","Palearctic","#267A0A","#00734C","#0B7364","biomesoplenty:woodland","minecraft:forest"
"663","English Lowlands beech forests","4","Temperate Broadleaf & Mixed Forests","Palearctic","#8DD45C","#00734C","#009832","biomesoplenty:woodland","minecraft:forest"
"664","European Atlantic mixed forests","4","Temperate Broadleaf & Mixed Forests","Palearctic","#67BA48","#00734C","#0D6E55","biomesoplenty:old_growth_woodland","minecraft:forest"
"665","Euxine-Colchic broadleaf forests","4","Temperate Broadleaf & Mixed Forests","Palearctic","#7EF249","#00734C","#00938A","biomesoplenty:woodland","minecraft:forest"
"666","Hokkaido deciduous forests","4","Temperate Broadleaf & Mixed Forests","Palearctic","#79BD66","#00734C","#0F6948","biomesoplenty:snowblossom_grove","minecraft:forest"
"667","Huang He Plain mixed forests","4","Temperate Broadleaf & Mixed Forests","Palearctic","#84AB7E","#00734C","#008E75","biomesoplenty:woodland","minecraft:forest"
"668","Madeira evergreen forests","4","Temperate Broadleaf & Mixed Forests","Palearctic","#7EE74F","#00734C","#10643C","biomesoplenty:woodland","minecraft:forest"
"669","Manchurian mixed forests","4","Temperate Broadleaf & Mixed Forests","Palearctic","#87BD7F","#00734C","#008E76","biomesoplenty:maple_woods","minecraft:forest"
"670","Nihonkai evergreen forests","4","Temperate Broadleaf & Mixed Forests","Palearctic","#5ACA2A","#00734C","#005F27","biomesoplenty:orchard","minecraft:forest"
"671","Nihonkai montane deciduous forests","4","Temperate Broadleaf & Mixed Forests","Palearctic","#00B51B","#00734C","#038963","","minecraft:cherry_grove"
"672","North Atlantic moist mixed forests","4","Temperate Broadleaf & Mixed Forests","Palearctic","#378F52","#00734C","#00585A","biomesoplenty:woodland","minecraft:forest"
"673","Northeast China Plain deciduous forests","4","Temperate Broadleaf & Mixed Forests","Palearctic","#7CA55F","#00734C","#068452","biomesoplenty:woodland","minecraft:forest"
"674","Pannonian mixed forests","4","Temperate Broadleaf & Mixed Forests","Palearctic","#38A700","#00734C","#00554D","biomesoplenty:forested_field","minecraft:forest"
"675","Po Basin mixed forests","4","Temperate Broadleaf & Mixed Forests","Palearctic","#62C342","#00734C","#097F43","biomesoplenty:woodland","minecraft:forest"
"676","Pyrenees conifer and mixed forests","4","Temperate Broadleaf & Mixed Forests","Palearctic","#1F7B10","#00734C","#005040","biomesoplenty:woodland","minecraft:forest"
"677","Qin Ling Mountains deciduous forests","4","Temperate Broadleaf & Mixed Forests","Palearctic","#88DF50","#00734C","#0B7A36","biomesoplenty:woodland","minecraft:forest"
"678","Rodope montane mixed forests","4","Temperate Broadleaf & Mixed Forests","Palearctic","#70A800","#00734C","#004B34","biomesoplenty:woodland","minecraft:forest"
"679","Sarmatic mixed forests","4","Temperate Broadleaf & Mixed Forests","Palearctic","#8EE266","#00734C","#0E7574","biomesoplenty:woodland","minecraft:forest"
"680","Sichuan Basin evergreen broadleaf forests","4","Temperate Broadleaf & Mixed Forests","Palearctic","#70A800","#00734C","#009F5C","biomesoplenty:woodland","minecraft:forest"
"681","Southern Korea evergreen forests","4","Temperate Broadleaf & Mixed Forests","Palearctic","#C8FABF","#00734C","#107065","biomesoplenty:orchard","minecraft:forest"
"682","Taiheiyo evergreen forests","4","Temperate Broadleaf & Mixed Forests","Palearctic","#267300","#00734C","#009A48","biomesoplenty:orchard","minecraft:forest"
"683","Taiheiyo montane deciduous forests","4","Temperate Broadleaf & Mixed Forests","Palearctic","#4DE600","#00734C","#116B57","","minecraft:cherry_grove"
"684","Tarim Basin deciduous forests and steppe","4","Temperate Broadleaf & Mixed Forests","Palearctic","#9AB38B","#00734C","#009535","biomesoplenty:woodland","minecraft:forest"
"685","Ussuri broadleaf and mixed forests","4","Temperate Broadleaf & Mixed Forests","Palearctic","#78F053","#00734C","#006135","biomesoplenty:maple_woods","minecraft:forest"
"686","Western European broadleaf forests","4","Temperate Broadleaf & Mixed Forests","Palearctic","#89F261","#00734C","#03908B","biomesoplenty:woodland","minecraft:forest"
"687","Western Siberian hemiboreal forests","4","Temperate Broadleaf & Mixed Forests","Palearctic","#8BC966","#00734C","#005C28","biomesoplenty:woodland","minecraft:forest"
"688","Zagros Mountains forest steppe","4","Temperate Broadleaf & Mixed Forests","Palearctic","#53AD27","#00734C","#068B78","biomesoplenty:woodland","minecraft:forest"
"689","Alps conifer and mixed forests","5","Temperate Conifer Forests","Palearctic","#007C33","#458970","#2C7249","biomesoplenty:coniferous_forest","minecraft:taiga"
"690","Altai montane forest and forest steppe","5","Temperate Conifer Forests","Palearctic","#B8DB43","#458970","#599C89","biomesoplenty:snowy_coniferous_forest","minecraft:old_growth_spruce_taiga"
"691","Caledon conifer forests","5","Temperate Conifer Forests","Palearctic","#76D145","#458970","#2C6D40","biomesoplenty:coniferous_forest","minecraft:taiga"
"692","Carpathian montane forests","5","Temperate Conifer Forests","Palearctic","#A1B546","#458970","#5A987F","biomesoplenty:snowy_coniferous_forest","minecraft:old_growth_spruce_taiga"
"693","Da Hinggan-Dzhagdy Mountains conifer forests","5","Temperate Conifer Forests","Palearctic","#34AB37","#458970","#2D6863","biomesoplenty:coniferous_forest","minecraft:old_growth_spruce_taiga"
"694","East Afghan montane conifer forests","5","Temperate Conifer Forests","Palearctic","#8CBD3D","#458970","#5A9376","biomesoplenty:snowy_coniferous_forest","minecraft:old_growth_spruce_taiga"
"695","Elburz Range forest steppe","5","Temperate Conifer Forests","Palearctic","#339B42","#458970","#2D6358","biomesoplenty:coniferous_forest","minecraft:taiga"
"696","Helanshan montane conifer forests","5","Temperate Conifer Forests","Palearctic","#799F3C","#458970","#5B8E6E","biomesoplenty:snowy_coniferous_forest","minecraft:old_growth_spruce_taiga"
"697","Hengduan Mountains subalpine conifer forests","5","Temperate Conifer Forests","Palearctic","#CCE065","#458970","#2D5E4F","biomesoplenty:snowy_coniferous_forest","minecraft:old_growth_pine_taiga"
"698","Hokkaido montane conifer forests","5","Temperate Conifer Forests","Palearctic","#38A700","#458970","#5B8988","biomesoplenty:snowy_coniferous_forest","minecraft:old_growth_spruce_taiga"
"699","Honshu alpine conifer forests","5","Temperate Conifer Forests","Palearctic","#00734C","#458970","#59B38C","biomesoplenty:snowy_coniferous_forest","minecraft:old_growth_pine_taiga"
