"ECO_ID","ECO_NAME","BIOME_NUM","BIOME_NAME","REALM","COLOR","COLOR_BIO","UNIQUE_ECOREGION_COLOR","BIOMES_O_PLENTY_BIOME","BIOMES_O_PLENTY_BIOME_PRIORITY","REGIONS_UNEXPLORED_BIOME","REGIONS_UNEXPLORED_BIOME_PRIORITY","MINECRAFT_BIOME"
"512","Ucayali moist forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#5AA500","#38A700","#5FB717","","","regions_unexplored:rainforest","1","minecraft:jungle"
"513","Venezuelan Andes montane forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#98E500","#38A700","#138800","","","regions_unexplored:sparse_rainforest","1","minecraft:jungle"
"514","Veracruz moist forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#4D7401","#38A700","#6FB21A","","","regions_unexplored:rainforest","1","minecraft:jungle"
"515","Veracruz montane forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#004300","#38A700","#218300","","","regions_unexplored:sparse_rainforest","1","minecraft:jungle"
"516","Western Ecuador moist forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#2B8722","#38A700","#7EAD1D","","","regions_unexplored:rainforest","1","minecraft:jungle"
"517","Windward Islands moist forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#98E500","#38A700","#2F7E01","","","regions_unexplored:tropics","1","minecraft:jungle"
"518","Xingu-Tocantins-Araguaia moist forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#6C9400","#38A700","#0AA800","","","regions_unexplored:rainforest","1","minecraft:jungle"
"519","Yucat?n moist forests","1","Tropical & Subtropical Moist Broadleaf Forests","Neotropic","#6C9400","#38A700","#67D206","","","regions_unexplored:sparse_rainforest","1","minecraft:jungle"
"520","Apure-Villavicencio dry forests","2","Tropical & Subtropical Dry Broadleaf Forests","Neotropic","#ABE038","#CCCD65","#B3C948","biomesoplenty:woodland","1","regions_unexplored:orchard","2","minecraft:forest"
"521","Baj?o dry forests","2","Tropical & Subtropical Dry Broadleaf Forests","Neotropic","#7FEA04","#CCCD65","#F3D884","biomesoplenty:orchard","1","regions_unexplored:temperate_grove","2","minecraft:forest"
"522","Balsas dry forests","2","Tropical & Subtropical Dry Broadleaf Forests","Neotropic","#96B500","#CCCD65","#BDC44B","biomesoplenty:orchard","1","regions_unexplored:deciduous_forest","2","minecraft:forest"
"523","Bolivian montane dry forests","2","Tropical & Subtropical Dry Broadleaf Forests","Neotropic","#61B807","#CCCD65","#C9EE87","biomesoplenty:woodland","1","regions_unexplored:orchard","2","minecraft:forest"
"524","Brazilian Atlantic dry forests","2","Tropical & Subtropical Dry Broadleaf Forests","Neotropic","#737400","#CCCD65","#BFB94D","biomesoplenty:jacaranda_glade","2","regions_unexplored:temperate_grove","1","minecraft:forest"
"525","Caatinga","2","Tropical & Subtropical Dry Broadleaf Forests","Neotropic","#81B50A","#CCCD65","#D1E98A","biomesoplenty:dryland","2","regions_unexplored:shrubland","1","minecraft:forest"
"526","Cauca Valley dry forests","2","Tropical & Subtropical Dry Broadleaf Forests","Neotropic","#98DE02","#CCCD65","#BAA94F","biomesoplenty:orchard","1","regions_unexplored:orchard","2","minecraft:forest"
"527","Central American dry forests","2","Tropical & Subtropical Dry Broadleaf Forests","Neotropic","#DCF63D","#CCCD65","#D8E48C","biomesoplenty:orchard","1","regions_unexplored:temperate_grove","2","minecraft:forest"
"528","Chiapas Depression dry forests","2","Tropical & Subtropical Dry Broadleaf Forests","Neotropic","#76D40A","#CCCD65","#B59A51","biomesoplenty:orchard","1","regions_unexplored:deciduous_forest","2","minecraft:forest"
"529","Chiquitano dry forests","2","Tropical & Subtropical Dry Broadleaf Forests","Neotropic","#A2F718","#CCCD65","#DDDF8E","biomesoplenty:woodland","1","regions_unexplored:orchard","2","minecraft:forest"
"530","Cuban dry forests","2","Tropical & Subtropical Dry Broadleaf Forests","Neotropic","#A5D13E","#CCCD65","#91B053","biomesoplenty:orchard","1","regions_unexplored:temperate_grove","2","minecraft:forest"
"531","Ecuadorian dry forests","2","Tropical & Subtropical Dry Broadleaf Forests","Neotropic","#BDF532","#CCCD65","#DAD490","biomesoplenty:orchard","1","regions_unexplored:deciduous_forest","2","minecraft:forest"
"532","Hispaniolan dry forests","2","Tropical & Subtropical Dry Broadleaf Forests","Neotropic","#ACD61C","#CCCD65","#98AB55","biomesoplenty:orchard","1","regions_unexplored:orchard","2","minecraft:forest"
"533","Islas Revillagigedo dry forests","2","Tropical & Subtropical Dry Broadleaf Forests","Neotropic","#CBFA4A","#CCCD65","#D5BA47","biomesoplenty:orchard","1","regions_unexplored:temperate_grove","2","minecraft:forest"
"534","Jalisco dry forests","2","Tropical & Subtropical Dry Broadleaf Forests","Neotropic","#478500","#CCCD65","#9DA656","biomesoplenty:orchard","1","regions_unexplored:deciduous_forest","2","minecraft:forest"
"535","Jamaican dry forests","2","Tropical & Subtropical Dry Broadleaf Forests","Neotropic","#AECC2C","#CCCD65","#D0A84A","biomesoplenty:orchard","1","regions_unexplored:orchard","2","minecraft:forest"
"536","Lara-Falc?n dry forests","2","Tropical & Subtropical Dry Broadleaf Forests","Neotropic","#6EB81B","#CCCD65","#A1A157","biomesoplenty:woodland","1","regions_unexplored:temperate_grove","2","minecraft:forest"
"537","Lesser Antillean dry forests","2","Tropical & Subtropical Dry Broadleaf Forests","Neotropic","#99BD05","#CCCD65","#A4CB4D","biomesoplenty:orchard","1","regions_unexplored:deciduous_forest","2","minecraft:forest"
"538","Magdalena Valley dry forests","2","Tropical & Subtropical Dry Broadleaf Forests","Neotropic","#C8DF12","#CCCD65","#F6EA8B","biomesoplenty:orchard","1","regions_unexplored:orchard","2","minecraft:forest"
"539","Maracaibo dry forests","2","Tropical & Subtropical Dry Broadleaf Forests","Neotropic","#95C90C","#CCCD65","#AFC650","biomesoplenty:woodland","1","regions_unexplored:temperate_grove","2","minecraft:forest"
"540","Maranh?o Baba?u forests","2","Tropical & Subtropical Dry Broadleaf Forests","Neotropic","#B5C435","#CCCD65","#F1DB8D","biomesoplenty:orchard","1","regions_unexplored:deciduous_forest","2","minecraft:forest"
"541","Panamanian dry forests","2","Tropical & Subtropical Dry Broadleaf Forests","Neotropic","#9CE027","#CCCD65","#B8C152","biomesoplenty:orchard","1","regions_unexplored:orchard","2","minecraft:forest"
"542","Pat?a valley dry forests","2","Tropical & Subtropical Dry Broadleaf Forests","Neotropic","#8DE610","#CCCD65","#ECCD90","biomesoplenty:dryland","2","regions_unexplored:temperate_grove","1","minecraft:forest"
"543","Puerto Rican dry forests","2","Tropical & Subtropical Dry Broadleaf Forests","Neotropic","#93F820","#CCCD65","#BCBA54","biomesoplenty:orchard","1","regions_unexplored:deciduous_forest","2","minecraft:forest"
"544","Sierra de la Laguna dry forests","2","Tropical & Subtropical Dry Broadleaf Forests","Neotropic","#70AB01","#CCCD65","#CFE792","biomesoplenty:woodland","1","regions_unexplored:orchard","2","minecraft:forest"
"545","Sinaloan dry forests","2","Tropical & Subtropical Dry Broadleaf Forests","Neotropic","#A3B336","#CCCD65","#B7AA56","biomesoplenty:orchard","1","regions_unexplored:temperate_grove","2","minecraft:forest"
"546","Sin? Valley dry forests","2","Tropical & Subtropical Dry Broadleaf Forests","Neotropic","#83DB27","#CCCD65","#D5E294","biomesoplenty:orchard","1","regions_unexplored:deciduous_forest","2","minecraft:forest"
"547","Southern Pacific dry forests","2","Tropical & Subtropical Dry Broadleaf Forests","Neotropic","#426700","#CCCD65","#B29C58","biomesoplenty:orchard","1","regions_unexplored:orchard","2","minecraft:forest"
"548","Trinidad and Tobago dry forest","2","Tropical & Subtropical Dry Broadleaf Forests","Neotropic","#B1C41D","#CCCD65","#D4DD49","biomesoplenty:orchard","1","regions_unexplored:temperate_grove","2","minecraft:forest"
"549","Tumbes-Piura dry forests","2","Tropical & Subtropical Dry Broadleaf Forests","Neotropic","#C5F223","#CCCD65","#8FAD5A","biomesoplenty:dryland","2","regions_unexplored:deciduous_forest","1","minecraft:forest"
"550","Veracruz dry forests","2","Tropical & Subtropical Dry Broadleaf Forests","Neotropic","#84B319","#CCCD65","#D8D04C","biomesoplenty:orchard","1","regions_unexplored:orchard","2","minecraft:forest"
"551","Yucat?n dry forests","2","Tropical & Subtropical Dry Broadleaf Forests","Neotropic","#76B50E","#CCCD65","#95A85B","biomesoplenty:orchard","1","regions_unexplored:temperate_grove","2","minecraft:forest"
"552","Bahamian pineyards","3","Tropical & Subtropical Coniferous Forests","Neotropic","#3EDE62","#88CE66","#92D450","biomesoplenty:coniferous_forest","1","regions_unexplored:pine_taiga","2","minecraft:plains"
"553","Central American pine-oak forests","3","Tropical & Subtropical Coniferous Forests","Neotropic","#267300","#88CE66","#6BA55D","biomesoplenty:coniferous_forest","1","regions_unexplored:pine_slopes","2","minecraft:plains"
"554","Cuban pine forests","3","Tropical & Subtropical Coniferous Forests","Neotropic","#67E093","#88CE66","#9FCF53","biomesoplenty:coniferous_forest","1","regions_unexplored:pine_taiga","2","minecraft:plains"
"555","Hispaniolan pine forests","3","Tropical & Subtropical Coniferous Forests","Neotropic","#05A61A","#88CE66","#B2F992","biomesoplenty:coniferous_forest","1","regions_unexplored:pine_slopes","2","minecraft:plains"
"556","Sierra de la Laguna pine-oak forests","3","Tropical & Subtropical Coniferous Forests","Neotropic","#267300","#88CE66","#56CA56","biomesoplenty:coniferous_forest","1","regions_unexplored:pine_taiga","2","minecraft:plains"
"557","Sierra Madre de Oaxaca pine-oak forests","3","Tropical & Subtropical Coniferous Forests","Neotropic","#00421C","#88CE66","#BDF495","biomesoplenty:coniferous_forest","1","regions_unexplored:pine_slopes","2","minecraft:plains"
"558","Sierra Madre del Sur pine-oak forests","3","Tropical & Subtropical Coniferous Forests","Neotropic","#24FA8B","#88CE66","#64C558","biomesoplenty:coniferous_forest","1","regions_unexplored:pine_taiga","2","minecraft:plains"
"559","Trans-Mexican Volcanic Belt pine-oak forests","3","Tropical & Subtropical Coniferous Forests","Neotropic","#0ED62D","#88CE66","#C6EF97","biomesoplenty:coniferous_forest","1","regions_unexplored:pine_slopes","2","minecraft:plains"
"560","Juan Fern?ndez Islands temperate forests","4","Temperate Broadleaf & Mixed Forests","Neotropic","#6AA843","#00734C","#00603E","biomesoplenty:woodland","1","regions_unexplored:deciduous_forest","2","minecraft:forest"
"561","Magellanic subpolar forests","4","Temperate Broadleaf & Mixed Forests","Neotropic","#38A700","#00734C","#178F41","biomesoplenty:woodland","1","regions_unexplored:temperate_grove","2","minecraft:forest"
"562","San F?lix-San Ambrosio Islands temperate forests","4","Temperate Broadleaf & Mixed Forests","Neotropic","#BADEB0","#00734C","#025B32","biomesoplenty:woodland","1","regions_unexplored:ashen_woodland","2","minecraft:forest"
"563","Valdivian temperate forests","4","Temperate Broadleaf & Mixed Forests","Neotropic","#54CC13","#00734C","#008A84","biomesoplenty:rainforest","2","regions_unexplored:temperate_grove","1","minecraft:forest"
"564","Belizian pine savannas","7","Tropical & Subtropical Grasslands, Savannas & Shrublands","Neotropic","#FFAA01","#FEAA01","#E68006","biomesoplenty:lush_savanna","1","regions_unexplored:baobab_savanna","2","minecraft:savanna"
"565","Beni savanna","7","Tropical & Subtropical Grasslands, Savannas & Shrublands","Neotropic","#FCF238","#FEAA01","#FFD900","biomesoplenty:lush_savanna","1","regions_unexplored:dry_bushland","2","minecraft:savanna"
"566","Campos Rupestres montane savanna","7","Tropical & Subtropical Grasslands, Savannas & Shrublands","Neotropic","#FCB25D","#FEAA01","#E1680B","biomesoplenty:lush_savanna","1","regions_unexplored:highland_fields","2","minecraft:meadow"
"567","Cerrado","7","Tropical & Subtropical Grasslands, Savannas & Shrublands","Neotropic","#E69800","#FEAA01","#FF8300","biomesoplenty:shrubland","2","regions_unexplored:baobab_savanna","1","minecraft:savanna"
"568","Clipperton Island shrub and grasslands","7","Tropical & Subtropical Grasslands, Savannas & Shrublands","Neotropic","#FBE97B","#FEAA01","#DC520F","biomesoplenty:prairie","1","regions_unexplored:dry_bushland","2","minecraft:savanna"
"569","Dry Chaco","7","Tropical & Subtropical Grasslands, Savannas & Shrublands","Neotropic","#D4D20E","#FEAA01","#FC6500","biomesoplenty:shrubland","2","regions_unexplored:dry_bushland","1","minecraft:savanna"
"570","Guianan savanna","7","Tropical & Subtropical Grasslands, Savannas & Shrublands","Neotropic","#FCD379","#FEAA01","#D7CA14","biomesoplenty:lush_savanna","1","regions_unexplored:baobab_savanna","2","minecraft:savanna"
"571","Humid Chaco","7","Tropical & Subtropical Grasslands, Savannas & Shrublands","Neotropic","#FFD221","#FEAA01","#FF8400","biomesoplenty:shrubland","2","regions_unexplored:grassland","1","minecraft:savanna"
"572","Llanos","7","Tropical & Subtropical Grasslands, Savannas & Shrublands","Neotropic","#FFAA01","#FEAA01","#D2B118","biomesoplenty:shrubland","2","regions_unexplored:dry_bushland","1","minecraft:savanna"
"573","Miskito pine forests","7","Tropical & Subtropical Grasslands, Savannas & Shrublands","Neotropic","#FBA769","#FEAA01","#FC6600","biomesoplenty:shrubland","2","regions_unexplored:baobab_savanna","1","minecraft:savanna"
"574","Uruguayan savanna","7","Tropical & Subtropical Grasslands, Savannas & Shrublands","Neotropic","#E69800","#FEAA01","#FFC024","biomesoplenty:lush_savanna","1","regions_unexplored:baobab_savanna","2","minecraft:savanna"
"575","Espinal","8","Temperate Grasslands, Savannas & Shrublands","Neotropic","#829A2C","#FEFF73","#C5F869","biomesoplenty:pasture","2","regions_unexplored:clover_plains","1","minecraft:plains"
"576","Humid Pampas","8","Temperate Grasslands, Savannas & Shrublands","Neotropic","#D9BD40","#FEFF73","#FFF99B","biomesoplenty:pasture","1","regions_unexplored:prairie","2","minecraft:plains"
"577","Low Monte","8","Temperate Grasslands, Savannas & Shrublands","Neotropic","#D6A53C","#FEFF73","#D2F36C","biomesoplenty:pasture","2","regions_unexplored:grassland","1","minecraft:plains"
"578","Patagonian steppe","8","Temperate Grasslands, Savannas & Shrublands","Neotropic","#E69800","#FEFF73","#FFE048","biomesoplenty:prairie","1","regions_unexplored:steppe","2","minecraft:savanna"
"579","Cuban wetlands","9","Flooded Grasslands & Savannas","Neotropic","#7F99A6","#BEE7FF","#B6D2EE","biomesoplenty:wetland","1","regions_unexplored:marsh","2","minecraft:swamp"
"580","Enriquillo wetlands","9","Flooded Grasslands & Savannas","Neotropic","#46A6FA","#BEE7FF","#99F7FF","biomesoplenty:wetland","1","regions_unexplored:bayou","2","minecraft:swamp"
"581","Everglades flooded grasslands","9","Flooded Grasslands & Savannas","Neotropic","#2AA6BE","#BEE7FF","#B7D6E9","biomesoplenty:wetland","2","regions_unexplored:fen","1","minecraft:swamp"
"582","Guayaquil flooded grasslands","9","Flooded Grasslands & Savannas","Neotropic","#46B7F1","#BEE7FF","#9FBDFF","biomesoplenty:wetland","2","regions_unexplored:marsh","1","minecraft:swamp"
"583","Orinoco wetlands","9","Flooded Grasslands & Savannas","Neotropic","#68ADE8","#BEE7FF","#B7D8E4","biomesoplenty:wetland","1","regions_unexplored:bayou","2","minecraft:swamp"
"584","Pantanal","9","Flooded Grasslands & Savannas","Neotropic","#29A26C","#BEE7FF","#A5CBFF","biomesoplenty:wetland","2","regions_unexplored:fen","1","minecraft:swamp"
"585","Paran? flooded savanna","9","Flooded Grasslands & Savannas","Neotropic","#3688D1","#BEE7FF","#B3D8DF","biomesoplenty:wetland","2","regions_unexplored:marsh","1","minecraft:swamp"
"586","Southern Cone Mesopotamian savanna","9","Flooded Grasslands & Savannas","Neotropic","#A5CDD9","#BEE7FF","#AAD8FF","biomesoplenty:wetland","2","regions_unexplored:bayou","1","minecraft:swamp"
"587","Central Andean dry puna","10","Montane Grasslands & Shrublands","Neotropic","#F4A733","#D6C39D","#B19A8E","biomesoplenty:highland","1","regions_unexplored:spires","2","minecraft:meadow"
"588","Central Andean puna","10","Montane Grasslands & Shrublands","Neotropic","#AA66CD","#D6C39D","#D1B098","biomesoplenty:highland","1","regions_unexplored:highland_fields","2","minecraft:meadow"
"589","Central Andean wet puna","10","Montane Grasslands & Shrublands","Neotropic","#F5C47F","#D6C39D","#ACAB8A","biomesoplenty:highland","1","regions_unexplored:rocky_meadow","2","minecraft:meadow"
"590","Cordillera Central p?ramo","10","Montane Grasslands & Shrublands","Neotropic","#BD9A64","#D6C39D","#D1B198","biomesoplenty:highland","1","regions_unexplored:spires","2","minecraft:meadow"
"591","Cordillera de Merida p?ramo","10","Montane Grasslands & Shrublands","Neotropic","#F4B158","#D6C39D","#FFF7CC","biomesoplenty:highland","1","regions_unexplored:highland_fields","2","minecraft:meadow"
"592","High Monte","10","Montane Grasslands & Shrublands","Neotropic","#DBA05E","#D6C39D","#CCA999","biomesoplenty:highland","1","regions_unexplored:rocky_meadow","2","minecraft:meadow"
"593","Northern Andean p?ramo","10","Montane Grasslands & Shrublands","Neotropic","#BF9B77","#D6C39D","#FCDE8D","biomesoplenty:highland","1","regions_unexplored:spires","2","minecraft:meadow"
"594","Santa Marta p?ramo","10","Montane Grasslands & Shrublands","Neotropic","#F1873D","#D6C39D","#C3BB9B","biomesoplenty:highland","1","regions_unexplored:highland_fields","2","minecraft:meadow"
"595","Southern Andean steppe","10","Montane Grasslands & Shrublands","Neotropic","#FBB84D","#D6C39D","#F7D090","biomesoplenty:highland","1","regions_unexplored:arid_mountains","2","minecraft:meadow"
"596","Chilean Matorral","12","Mediterranean Forests, Woodlands & Scrub","Neotropic","#CD6667","#FE0000","#EF4509","biomesoplenty:mediterranean_forest","1","regions_unexplored:shrubland","2","minecraft:savanna"
"597","Araya and Paria xeric scrub","13","Deserts & Xeric Shrublands","Neotropic","#B29841","#CC6767","#E8586E","biomesoplenty:dryland","1","regions_unexplored:dry_bushland","2","minecraft:savanna"
"598","Atacama desert","13","Deserts & Xeric Shrublands","Neotropic","#F18650","#CC6767","#B97468","biomesoplenty:wasteland","1","regions_unexplored:joshua_desert","2","minecraft:desert"
"599","Caribbean shrublands","13","Deserts & Xeric Shrublands","Neotropic","#D98944","#CC6767","#E35B7F","biomesoplenty:dryland","1","regions_unexplored:dry_bushland","2","minecraft:savanna"
