"ECO_ID","ECO_NAME","BIOME_NUM","BIOME_NAME","REALM","COLOR","COLOR_BIO","UNIQUE_ECOREGION_COLOR","BIOMES_O_PLENTY_BIOME","BIOMES_O_PLENTY_BIOME_PRIORITY","REGIONS_UNEXPLORED_BIOME","REGIONS_UNEXPLORED_BIOME_PRIORITY","NATURES_SPIRIT_BIOME","NATURES_SPIRIT_BIOME_PRIORITY","MINECRAFT_BIOME"
"128","Prince Charles Mountains tundra","11","Tundra","Antarctica","#55C7AE","#9ED7C2","#85CCCA","biomesoplenty:tundra","2","regions_unexplored:frozen_tundra","3","natures_spirit:snowcapped_red_peaks","1","minecraft:snowy_slopes"
"129","Scotia Sea Islands tundra","11","Tundra","Antarctica","#71E0D9","#9ED7C2","#C5F6E0","biomesoplenty:tundra","2","regions_unexplored:cold_boreal_taiga","3","natures_spirit:snowcapped_red_peaks","1","minecraft:snowy_plains"
"130","South Antarctic Peninsula tundra","11","Tundra","Antarctica","#63EBDF","#9ED7C2","#86C7BE","biomesoplenty:cold_desert","3","regions_unexplored:frozen_pine_taiga","2","natures_spirit:snowcapped_red_peaks","1","minecraft:snowy_plains"
"131","South Orkney Islands tundra","11","Tundra","Antarctica","#60C4E8","#9ED7C2","#C1F1D6","biomesoplenty:tundra","2","regions_unexplored:icy_heights","3","natures_spirit:snowcapped_red_peaks","1","minecraft:snowy_plains"
"132","South Victoria Land tundra","11","Tundra","Antarctica","#5DA9DB","#9ED7C2","#87C2B3","biomesoplenty:tundra","2","regions_unexplored:frozen_tundra","3","natures_spirit:snowcapped_red_peaks","1","minecraft:snowy_plains"
"133","Southern Indian Ocean Islands tundra","11","Tundra","Antarctica","#69E7F5","#9ED7C2","#BDECCD","biomesoplenty:tundra","2","regions_unexplored:cold_boreal_taiga","3","natures_spirit:snowcapped_red_peaks","1","minecraft:snowy_plains"
"134","Transantarctic Mountains tundra","11","Tundra","Antarctica","#7AD4F7","#9ED7C2","#88BDAA","biomesoplenty:cold_desert","3","regions_unexplored:frozen_tundra","2","natures_spirit:snowcapped_red_peaks","1","minecraft:snowy_slopes"
"135","Admiralty Islands lowland rain forests","1","Tropical & Subtropical Moist Broadleaf Forests","Australasia","#70A800","#38A700","#24B720","","","regions_unexplored:tropics","1","natures_spirit:tropical_shores","2","minecraft:jungle"
"136","Banda Sea Islands moist deciduous forests","1","Tropical & Subtropical Moist Broadleaf Forests","Australasia","#6C9400","#38A700","#3D8801","","","regions_unexplored:tropics","1","natures_spirit:tropical_shores","2","minecraft:jungle"
"137","Biak-Numfoor rain forests","1","Tropical & Subtropical Moist Broadleaf Forests","Australasia","#47B700","#38A700","#19B200","","","regions_unexplored:sparse_rainforest","1","natures_spirit:tropical_woods","2","minecraft:jungle"
"138","Buru rain forests","1","Tropical & Subtropical Moist Broadleaf Forests","Australasia","#5AA500","#38A700","#4B8304","","","regions_unexplored:rainforest","1","natures_spirit:tropical_woods","2","minecraft:jungle"
"139","Central Range Papuan montane rain forests","1","Tropical & Subtropical Moist Broadleaf Forests","Australasia","#4C7300","#38A700","#4EA300","","","regions_unexplored:rainforest","1","natures_spirit:tropical_basin","2","minecraft:jungle"
"140","Halmahera rain forests","1","Tropical & Subtropical Moist Broadleaf Forests","Australasia","#70A800","#38A700","#567E07","","","regions_unexplored:rainforest","1","natures_spirit:tropical_woods","2","minecraft:jungle"
"141","Huon Peninsula montane rain forests","1","Tropical & Subtropical Moist Broadleaf Forests","Australasia","#267400","#38A700","#4DA300","","","regions_unexplored:sparse_rainforest","1","natures_spirit:tropical_basin","2","minecraft:jungle"
"142","Lord Howe Island subtropical forests","1","Tropical & Subtropical Moist Broadleaf Forests","Australasia","#4DE600","#38A700","#1BD310","","","regions_unexplored:tropics","1","natures_spirit:tropical_shores","2","minecraft:jungle"
"143","Louisiade Archipelago rain forests","1","Tropical & Subtropical Moist Broadleaf Forests","Australasia","#4C7300","#38A700","#5D9E00","","","regions_unexplored:tropics","1","natures_spirit:tropical_woods","2","minecraft:jungle"
"144","New Britain-New Ireland lowland rain forests","1","Tropical & Subtropical Moist Broadleaf Forests","Australasia","#23DB01","#38A700","#34CE15","","","regions_unexplored:rainforest","1","natures_spirit:tropical_woods","2","minecraft:jungle"
"145","New Britain-New Ireland montane rain forests","1","Tropical & Subtropical Moist Broadleaf Forests","Australasia","#70A800","#38A700","#5C9E00","","","regions_unexplored:sparse_rainforest","1","natures_spirit:tropical_basin","2","minecraft:jungle"
"146","New Caledonia rain forests","1","Tropical & Subtropical Moist Broadleaf Forests","Australasia","#70A701","#38A700","#4AC919","","","regions_unexplored:rainforest","1","natures_spirit:tropical_woods","2","minecraft:jungle"
"147","Norfolk Island subtropical forests","1","Tropical & Subtropical Moist Broadleaf Forests","Australasia","#13ED00","#38A700","#6A9900","","","regions_unexplored:tropics","1","natures_spirit:tropical_shores","2","minecraft:jungle"
"148","Northern New Guinea lowland rain and freshwater swamp forests","1","Tropical & Subtropical Moist Broadleaf Forests","Australasia","#23DB01","#38A700","#5EC41D","biomesoplenty:floodplain","1","regions_unexplored:marsh","3","natures_spirit:tropical_woods","2","minecraft:swamp"
"149","Northern New Guinea montane rain forests","1","Tropical & Subtropical Moist Broadleaf Forests","Australasia","#267400","#38A700","#0D9400","","","regions_unexplored:rainforest","1","natures_spirit:tropical_basin","2","minecraft:jungle"
"150","Queensland tropical rain forests","1","Tropical & Subtropical Moist Broadleaf Forests","Australasia","#36C900","#38A700","#70BF20","","","regions_unexplored:rainforest","1","natures_spirit:tropical_woods","2","minecraft:jungle"
"151","Seram rain forests","1","Tropical & Subtropical Moist Broadleaf Forests","Australasia","#6C9400","#38A700","#1D8F01","","","regions_unexplored:rainforest","1","natures_spirit:tropical_woods","2","minecraft:jungle"
"152","Solomon Islands rain forests","1","Tropical & Subtropical Moist Broadleaf Forests","Australasia","#267400","#38A700","#72BA00","","","regions_unexplored:tropics","1","natures_spirit:tropical_shores","2","minecraft:jungle"
"153","Southeast Papuan rain forests","1","Tropical & Subtropical Moist Broadleaf Forests","Australasia","#267400","#38A700","#2D8B04","","","regions_unexplored:rainforest","1","natures_spirit:tropical_woods","2","minecraft:jungle"
"154","Southern New Guinea freshwater swamp forests","1","Tropical & Subtropical Moist Broadleaf Forests","Australasia","#035701","#38A700","#00B500","biomesoplenty:floodplain","1","regions_unexplored:marsh","3","natures_spirit:tropical_woods","2","minecraft:swamp"
"155","Southern New Guinea lowland rain forests","1","Tropical & Subtropical Moist Broadleaf Forests","Australasia","#98E500","#38A700","#3C8607","","","regions_unexplored:rainforest","1","natures_spirit:tropical_woods","2","minecraft:jungle"
"156","Sulawesi lowland rain forests","1","Tropical & Subtropical Moist Broadleaf Forests","Australasia","#70A800","#38A700","#14B000","","","regions_unexplored:rainforest","1","natures_spirit:tropical_woods","2","minecraft:jungle"
"157","Sulawesi montane rain forests","1","Tropical & Subtropical Moist Broadleaf Forests","Australasia","#267400","#38A700","#49810A","","","regions_unexplored:rainforest","1","natures_spirit:tropical_basin","2","minecraft:jungle"
"158","Trobriand Islands rain forests","1","Tropical & Subtropical Moist Broadleaf Forests","Australasia","#47B700","#38A700","#26AB00","","","regions_unexplored:tropics","1","natures_spirit:tropical_shores","2","minecraft:jungle"
"159","Vanuatu rain forests","1","Tropical & Subtropical Moist Broadleaf Forests","Australasia","#23DB01","#38A700","#537C0C","","","regions_unexplored:sparse_rainforest","1","natures_spirit:tropical_woods","2","minecraft:jungle"
"160","Vogelkop montane rain forests","1","Tropical & Subtropical Moist Broadleaf Forests","Australasia","#035701","#38A700","#48A100","","","regions_unexplored:rainforest","1","natures_spirit:tropical_basin","2","minecraft:jungle"
"161","Vogelkop-Aru lowland rain forests","1","Tropical & Subtropical Moist Broadleaf Forests","Australasia","#5AA500","#38A700","#1FD019","","","regions_unexplored:rainforest","1","natures_spirit:tropical_woods","2","minecraft:jungle"
"162","Yapen rain forests","1","Tropical & Subtropical Moist Broadleaf Forests","Australasia","#5AA500","#38A700","#579C00","","","regions_unexplored:rainforest","1","natures_spirit:tropical_woods","2","minecraft:jungle"
"163","Lesser Sundas deciduous forests","2","Tropical & Subtropical Dry Broadleaf Forests","Australasia","#99C726","#CCCD65","#DFF199","biomesoplenty:orchard","3","regions_unexplored:orchard","1","natures_spirit:sparse_tropical_woods","2","minecraft:forest"
"164","New Caledonia dry forests","2","Tropical & Subtropical Dry Broadleaf Forests","Australasia","#BEE82E","#CCCD65","#C2AC5C","biomesoplenty:woodland","1","regions_unexplored:temperate_grove","3","natures_spirit:sparse_tropical_woods","2","minecraft:forest"
"165","Sumba deciduous forests","2","Tropical & Subtropical Dry Broadleaf Forests","Australasia","#BAE33F","#CCCD65","#E5EC9C","biomesoplenty:orchard","3","regions_unexplored:deciduous_forest","1","natures_spirit:sparse_tropical_woods","2","minecraft:forest"
"166","Timor and Wetar deciduous forests","2","Tropical & Subtropical Dry Broadleaf Forests","Australasia","#75C202","#CCCD65","#BD9E5E","biomesoplenty:woodland","1","regions_unexplored:orchard","3","natures_spirit:sparse_tropical_woods","2","minecraft:forest"
"167","Chatham Island temperate forests","4","Temperate Broadleaf & Mixed Forests","Australasia","#57DA36","#00734C","#008D59","biomesoplenty:woodland","1","regions_unexplored:ashen_woodland","3","natures_spirit:blooming_sugi_forest","2","minecraft:forest"
"168","Eastern Australian temperate forests","4","Temperate Broadleaf & Mixed Forests","Australasia","#76ED33","#00734C","#025E58","biomesoplenty:woodland","1","regions_unexplored:temperate_grove","3","natures_spirit:aspen_forest","2","minecraft:forest"
"169","Fiordland temperate forests","4","Temperate Broadleaf & Mixed Forests","Australasia","#3BA625","#00734C","#008847","biomesoplenty:rainforest","3","regions_unexplored:magnolia_woodland","1","natures_spirit:cedar_thicket","2","minecraft:forest"
"170","Nelson Coast temperate forests","4","Temperate Broadleaf & Mixed Forests","Australasia","#5AA62A","#00734C","#04594A","biomesoplenty:woodland","1","regions_unexplored:deciduous_forest","3","natures_spirit:cedar_thicket","2","minecraft:forest"
"171","New Zealand North Island temperate forests","4","Temperate Broadleaf & Mixed Forests","Australasia","#47E02E","#00734C","#008336","biomesoplenty:woodland","1","regions_unexplored:temperate_grove","3","natures_spirit:blooming_sugi_forest","2","minecraft:forest"
"172","New Zealand South Island temperate forests","4","Temperate Broadleaf & Mixed Forests","Australasia","#A5E692","#00734C","#06543E","biomesoplenty:woodland","1","regions_unexplored:ashen_woodland","3","natures_spirit:sugi_forest","2","minecraft:forest"
"173","Northland temperate kauri forests","4","Temperate Broadleaf & Mixed Forests","Australasia","#B3D49D","#00734C","#007C7E","biomesoplenty:woodland","1","regions_unexplored:temperate_grove","3","natures_spirit:sugi_forest","2","minecraft:forest"
"174","Rakiura Island temperate forests","4","Temperate Broadleaf & Mixed Forests","Australasia","#65D447","#00734C","#074F33","biomesoplenty:woodland","1","regions_unexplored:magnolia_woodland","3","natures_spirit:cedar_thicket","2","minecraft:forest"
"175","Richmond temperate forests","4","Temperate Broadleaf & Mixed Forests","Australasia","#4AD53E","#00734C","#00796E","biomesoplenty:woodland","1","regions_unexplored:deciduous_forest","3","natures_spirit:aspen_forest","2","minecraft:forest"
"176","Southeast Australia temperate forests","4","Temperate Broadleaf & Mixed Forests","Australasia","#7CAD75","#00734C","#094A29","biomesoplenty:woodland","1","regions_unexplored:temperate_grove","3","natures_spirit:aspen_forest","2","minecraft:forest"
"177","Tasmanian Central Highland forests","4","Temperate Broadleaf & Mixed Forests","Australasia","#267400","#00734C","#00745C","biomesoplenty:woodland","1","regions_unexplored:ashen_woodland","3","natures_spirit:cedar_thicket","2","minecraft:forest"
"178","Tasmanian temperate forests","4","Temperate Broadleaf & Mixed Forests","Australasia","#9DFA61","#00734C","#169E4A","biomesoplenty:woodland","1","regions_unexplored:temperate_grove","3","natures_spirit:cedar_thicket","2","minecraft:forest"
"179","Tasmanian temperate rain forests","4","Temperate Broadleaf & Mixed Forests","Australasia","#62E655","#00734C","#006A3D","biomesoplenty:rainforest","3","regions_unexplored:sparse_rainforest","1","natures_spirit:cedar_thicket","2","minecraft:forest"
"180","Westland temperate forests","4","Temperate Broadleaf & Mixed Forests","Australasia","#267400","#00734C","#199998","biomesoplenty:rainforest","3","regions_unexplored:deciduous_forest","1","natures_spirit:cedar_thicket","2","minecraft:forest"
"181","Arnhem Land tropical savanna","7","Tropical & Subtropical Grasslands, Savannas & Shrublands","Australasia","#FCD357","#FEAA01","#F58F01","biomesoplenty:lush_savanna","1","regions_unexplored:dry_bushland","3","natures_spirit:oak_savanna","2","minecraft:savanna"
"182","Brigalow tropical savanna","7","Tropical & Subtropical Grasslands, Savannas & Shrublands","Australasia","#8BFC3A","#FEAA01","#FFE200","biomesoplenty:lush_savanna","1","regions_unexplored:baobab_savanna","3","natures_spirit:oak_savanna","2","minecraft:savanna"
"183","Cape York Peninsula tropical savanna","7","Tropical & Subtropical Grasslands, Savannas & Shrublands","Australasia","#F8FD6F","#FEAA01","#F07406","biomesoplenty:lush_savanna","1","regions_unexplored:dry_bushland","3","natures_spirit:oak_savanna","2","minecraft:savanna"
"184","Carpentaria tropical savanna","7","Tropical & Subtropical Grasslands, Savannas & Shrublands","Australasia","#C5FC7D","#FEAA01","#FFC600","biomesoplenty:lush_savanna","1","regions_unexplored:baobab_savanna","3","natures_spirit:oak_savanna","2","minecraft:savanna"
"185","Einasleigh upland savanna","7","Tropical & Subtropical Grasslands, Savannas & Shrublands","Australasia","#CEFC39","#FEAA01","#EB5C0C","biomesoplenty:lush_savanna","1","regions_unexplored:highland_fields","3","natures_spirit:oak_savanna","2","minecraft:savanna"
"186","Kimberly tropical savanna","7","Tropical & Subtropical Grasslands, Savannas & Shrublands","Australasia","#E8FC39","#FEAA01","#FF8C00","biomesoplenty:lush_savanna","1","regions_unexplored:baobab_savanna","3","natures_spirit:oak_savanna","2","minecraft:savanna"
"187","Mitchell Grass Downs","7","Tropical & Subtropical Grasslands, Savannas & Shrublands","Australasia","#D7FC61","#FEAA01","#E6DF11","biomesoplenty:prairie","1","regions_unexplored:grassland","3","natures_spirit:oak_savanna","2","minecraft:savanna"
"188","Trans Fly savanna and grasslands","7","Tropical & Subtropical Grasslands, Savannas & Shrublands","Australasia","#8FFC7D","#FEAA01","#FF8D00","biomesoplenty:prairie","1","regions_unexplored:grassland","3","natures_spirit:oak_savanna","2","minecraft:savanna"
"189","Victoria Plains tropical savanna","7","Tropical & Subtropical Grasslands, Savannas & Shrublands","Australasia","#FBCA49","#FEAA01","#E1C416","biomesoplenty:lush_savanna","1","regions_unexplored:dry_bushland","3","natures_spirit:oak_savanna","2","minecraft:savanna"
"190","Canterbury-Otago tussock grasslands","8","Temperate Grasslands, Savannas & Shrublands","Australasia","#FCDC79","#FEFF73","#FFDC61","biomesoplenty:prairie","2","regions_unexplored:steppe","3","natures_spirit:prairie","1","minecraft:meadow"
"191","Eastern Australia mulga shrublands","8","Temperate Grasslands, Savannas & Shrublands","Australasia","#FDB666","#FEFF73","#D5DD7D","biomesoplenty:pasture","3","regions_unexplored:dry_bushland","2","natures_spirit:prairie","1","minecraft:savanna"
"192","Southeast Australia temperate savanna","8","Temperate Grasslands, Savannas & Shrublands","Australasia","#FDC975","#FEFF73","#FFCD67","biomesoplenty:grassland","2","regions_unexplored:grassland","3","natures_spirit:prairie","1","minecraft:savanna"
"193","Australian Alps montane grasslands","10","Montane Grasslands & Shrublands","Australasia","#F87C3E","#D6C39D","#AFA28C","biomesoplenty:highland","1","regions_unexplored:rocky_meadow","3","natures_spirit:alpine_clearings","2","minecraft:meadow"
"194","New Zealand South Island montane grasslands","10","Montane Grasslands & Shrublands","Australasia","#B47228","#D6C39D","#D9D69A","biomesoplenty:highland","1","regions_unexplored:highland_fields","3","natures_spirit:alpine_clearings","2","minecraft:meadow"
"195","Papuan Central Range sub-alpine grasslands","10","Montane Grasslands & Shrublands","Australasia","#D3AE79","#D6C39D","#AA9A88","biomesoplenty:highland","2","regions_unexplored:spires","3","natures_spirit:snowcapped_red_peaks","1","minecraft:snowy_slopes"
"196","Antipodes Subantarctic Islands tundra","11","Tundra","Australasia","#6BB3F3","#9ED7C2","#9FC7B1","biomesoplenty:cold_desert","3","regions_unexplored:frozen_tundra","2","natures_spirit:snowcapped_red_peaks","1","minecraft:snowy_plains"
"197","Coolgardie woodlands","12","Mediterranean Forests, Woodlands & Scrub","Australasia","#FF7F7E","#FE0000","#FF0041","biomesoplenty:mediterranean_forest","1","regions_unexplored:orchard","3","natures_spirit:chaparral","2","minecraft:forest"
"198","Esperance mallee","12","Mediterranean Forests, Woodlands & Scrub","Australasia","#E54C00","#FE0000","#F81105","biomesoplenty:shrubland","3","regions_unexplored:temperate_grove","1","natures_spirit:chaparral","2","minecraft:savanna"
"199","Eyre and York mallee","12","Mediterranean Forests, Woodlands & Scrub","Australasia","#E54C00","#FE0000","#FF5A00","biomesoplenty:shrubland","3","regions_unexplored:dry_bushland","1","natures_spirit:chaparral","2","minecraft:savanna"
