"ECO_ID","ECO_NAME","BIOME_NUM","BIOME_NAME","REALM","COLOR","COLOR_BIO","UNIQUE_ECOREGION_COLOR","BIOMES_O_PLENTY_BIOME","BIOMES_O_PLENTY_BIOME_PRIORITY","REGIONS_UNEXPLORED_BIOME","REGIONS_UNEXPLORED_BIOME_PRIORITY","NATURES_SPIRIT_BIOME","NATURES_SPIRIT_BIOME_PRIORITY","MINECRAFT_BIOME"
"824","Eastern Gobi desert steppe","13","Deserts & Xeric Shrublands","Palearctic","#B2863B","#CC6767","#F75973","biomesoplenty:cold_desert","1","regions_unexplored:dry_bushland","3","natures_spirit:scorched_dunes","2","minecraft:desert"
"825","Gobi Lakes Valley desert steppe","13","Deserts & Xeric Shrublands","Palearctic","#D16B54","#CC6767","#C87A6D","biomesoplenty:cold_desert","1","regions_unexplored:dry_bushland","3","natures_spirit:scorched_dunes","2","minecraft:desert"
"826","Great Lakes Basin desert steppe","13","Deserts & Xeric Shrublands","Palearctic","#F9CD64","#CC6767","#F25D86","biomesoplenty:cold_desert","1","regions_unexplored:dry_bushland","3","natures_spirit:xeric_plains","2","minecraft:desert"
"827","Junggar Basin semi-desert","13","Deserts & Xeric Shrublands","Palearctic","#B35E37","#CC6767","#C3726F","biomesoplenty:cold_desert","1","regions_unexplored:dry_bushland","3","natures_spirit:drylands","2","minecraft:desert"
"828","Kazakh semi-desert","13","Deserts & Xeric Shrublands","Palearctic","#CE9053","#CC6767","#ED8F60","biomesoplenty:rocky_shrubland","1","regions_unexplored:dry_bushland","3","natures_spirit:drylands","2","minecraft:desert"
"829","Kopet Dag semi-desert","13","Deserts & Xeric Shrublands","Palearctic","#FAD354","#CC6767","#BE7177","biomesoplenty:rocky_shrubland","1","regions_unexplored:dry_bushland","3","natures_spirit:drylands","2","minecraft:desert"
"830","Mesopotamian shrub desert","13","Deserts & Xeric Shrublands","Palearctic","#E67938","#CC6767","#E88164","biomesoplenty:rocky_shrubland","1","regions_unexplored:dry_bushland","3","natures_spirit:xeric_plains","2","minecraft:desert"
"831","North Arabian desert","13","Deserts & Xeric Shrublands","Palearctic","#E3C35C","#CC6767","#B97280","","","regions_unexplored:joshua_desert","1","natures_spirit:scorched_dunes","2","minecraft:desert"
"832","North Arabian highland shrublands","13","Deserts & Xeric Shrublands","Palearctic","#C8853E","#CC6767","#E37567","biomesoplenty:rocky_shrubland","1","regions_unexplored:arid_mountains","3","natures_spirit:scorched_dunes","2","minecraft:savanna"
"833","North Saharan Xeric Steppe and Woodland","13","Deserts & Xeric Shrublands","Palearctic","#C95F51","#CC6767","#B47387","","","regions_unexplored:dry_bushland","1","natures_spirit:drylands","2","minecraft:desert"
"834","Paropamisus xeric woodlands","13","Deserts & Xeric Shrublands","Palearctic","#E6644C","#CC6767","#DE6A69","biomesoplenty:rocky_shrubland","3","regions_unexplored:joshua_desert","1","natures_spirit:wooded_drylands","2","minecraft:savanna"
"835","Qaidam Basin semi-desert","13","Deserts & Xeric Shrublands","Palearctic","#CE6C47","#CC6767","#AF8674","biomesoplenty:cold_desert","1","regions_unexplored:dry_bushland","3","natures_spirit:drylands","2","minecraft:desert"
"836","Red Sea coastal desert","13","Deserts & Xeric Shrublands","Palearctic","#DE6C51","#CC6767","#D96C78","","","regions_unexplored:joshua_desert","1","natures_spirit:drylands","2","minecraft:desert"
"837","Red Sea-Arabian Desert shrublands","13","Deserts & Xeric Shrublands","Palearctic","#CC8245","#CC6767","#AA4F39","biomesoplenty:rocky_shrubland","1","regions_unexplored:dry_bushland","3","natures_spirit:scorched_dunes","2","minecraft:desert"
"838","Registan-North Pakistan sandy desert","13","Deserts & Xeric Shrublands","Palearctic","#F6CE5C","#CC6767","#D46E85","","","regions_unexplored:outback","1","natures_spirit:drylands","2","minecraft:desert"
"839","Saharan Atlantic coastal desert","13","Deserts & Xeric Shrublands","Palearctic","#B43D41","#CC6767","#A5443B","biomesoplenty:wasteland","1","regions_unexplored:joshua_desert","3","natures_spirit:scorched_dunes","2","minecraft:desert"
"840","South Arabian plains and plateau desert","13","Deserts & Xeric Shrublands","Palearctic","#FFD380","#CC6767","#CF7190","biomesoplenty:rocky_shrubland","1","regions_unexplored:joshua_desert","3","natures_spirit:scorched_dunes","2","minecraft:desert"
"841","South Iran Nubo-Sindian desert and semi-desert","13","Deserts & Xeric Shrublands","Palearctic","#B78139","#CC6767","#A03D40","biomesoplenty:rocky_shrubland","1","regions_unexplored:dry_bushland","3","natures_spirit:drylands","2","minecraft:desert"
"842","South Sahara desert","13","Deserts & Xeric Shrublands","Palearctic","#DF8245","#CC6767","#CA8B73","biomesoplenty:wasteland","1","regions_unexplored:joshua_desert","3","natures_spirit:scorched_dunes","2","minecraft:desert"
"843","Taklimakan desert","13","Deserts & Xeric Shrublands","Palearctic","#FFAA01","#CC6767","#F56277","biomesoplenty:cold_desert","1","regions_unexplored:outback","3","natures_spirit:scorched_dunes","2","minecraft:desert"
"844","Tibesti-Jebel Uweinat montane xeric woodlands","13","Deserts & Xeric Shrublands","Palearctic","#BB7B3D","#CC6767","#C68274","biomesoplenty:rocky_shrubland","3","regions_unexplored:arid_mountains","1","natures_spirit:wooded_drylands","2","minecraft:savanna"
"845","West Sahara desert","13","Deserts & Xeric Shrublands","Palearctic","#F7B152","#CC6767","#F06688","biomesoplenty:wasteland","1","regions_unexplored:joshua_desert","3","natures_spirit:scorched_dunes","2","minecraft:desert"
"846","West Saharan montane xeric woodlands","13","Deserts & Xeric Shrublands","Palearctic","#B43D41","#CC6767","#C17A76","biomesoplenty:rocky_shrubland","3","regions_unexplored:arid_mountains","1","natures_spirit:scorched_dunes","2","minecraft:savanna"
