"ECO_ID","ECO_NAME","BIOME_NUM","BIOME_NAME","REALM","COLOR","COLOR_BIO","UNIQUE_ECOREGION_COLOR","BIOMES_O_PLENTY_BIOME","MINECRAFT_BIOME"
"724","Altai steppe and semi-desert","8","Temperate Grasslands, Savannas & Shrublands","Palearctic","#D9FC7E","#FEFF73","#D7FF8E","biomesoplenty:rocky_shrubland","minecraft:savanna"
"725","Central Anatolian steppe","8","Temperate Grasslands, Savannas & Shrublands","Palearctic","#737400","#FEFF73","#E8E05B","biomesoplenty:prairie","minecraft:savanna"
"726","Daurian forest steppe","8","Temperate Grasslands, Savannas & Shrublands","Palearctic","#7FFC4A","#FEFF73","#E5FF94","biomesoplenty:prairie","minecraft:savanna"
"727","Eastern Anatolian montane steppe","8","Temperate Grasslands, Savannas & Shrublands","Palearctic","#FDF674","#FEFF73","#E3CD5F","biomesoplenty:prairie","minecraft:savanna"
"728","Emin Valley steppe","8","Temperate Grasslands, Savannas & Shrublands","Palearctic","#FD9057","#FEFF73","#F1FF9A","biomesoplenty:prairie","minecraft:savanna"
"729","Faroe Islands boreal grasslands","8","Temperate Grasslands, Savannas & Shrublands","Palearctic","#FCC960","#FEFF73","#DEBB62","biomesoplenty:prairie","minecraft:plains"
"730","Gissaro-Alai open woodlands","8","Temperate Grasslands, Savannas & Shrublands","Palearctic","#FCFA58","#FEFF73","#FAFF47","biomesoplenty:forested_field","minecraft:plains"
"731","Kazakh forest steppe","8","Temperate Grasslands, Savannas & Shrublands","Palearctic","#D8FC36","#FEFF73","#B3D965","biomesoplenty:prairie","minecraft:savanna"
"732","Kazakh steppe","8","Temperate Grasslands, Savannas & Shrublands","Palearctic","#BDFC53","#FEFF73","#FFF04C","biomesoplenty:prairie","minecraft:savanna"
"733","Kazakh upland steppe","8","Temperate Grasslands, Savannas & Shrublands","Palearctic","#54FC51","#FEFF73","#BCD467","biomesoplenty:prairie","minecraft:savanna"
"734","Mongolian-Manchurian grassland","8","Temperate Grasslands, Savannas & Shrublands","Palearctic","#F6FC38","#FEFF73","#FEDC52","biomesoplenty:prairie","minecraft:plains"
"735","Pontic steppe","8","Temperate Grasslands, Savannas & Shrublands","Palearctic","#FFAA01","#FEFF73","#F2FF82","biomesoplenty:prairie","minecraft:savanna"
"736","Sayan Intermontane steppe","8","Temperate Grasslands, Savannas & Shrublands","Palearctic","#FCFA58","#FEFF73","#F9C756","biomesoplenty:prairie","minecraft:savanna"
"737","Selenge-Orkhon forest steppe","8","Temperate Grasslands, Savannas & Shrublands","Palearctic","#C4FC41","#FEFF73","#FFFF88","biomesoplenty:prairie","minecraft:savanna"
"738","South Siberian forest steppe","8","Temperate Grasslands, Savannas & Shrublands","Palearctic","#FCD538","#FEFF73","#C6F45A","biomesoplenty:prairie","minecraft:savanna"
"739","Syrian xeric grasslands and shrublands","8","Temperate Grasslands, Savannas & Shrublands","Palearctic","#C9AB17","#FEFF73","#FFF28E","biomesoplenty:dryland","minecraft:savanna"
"740","Tian Shan foothill arid steppe","8","Temperate Grasslands, Savannas & Shrublands","Palearctic","#FCC73D","#FEFF73","#D4EF5E","biomesoplenty:prairie","minecraft:savanna"
"741","Amur meadow steppe","9","Flooded Grasslands & Savannas","Palearctic","#68BED9","#BEE7FF","#CCF8FF","biomesoplenty:wetland","minecraft:swamp"
"742","Bohai Sea saline meadow","9","Flooded Grasslands & Savannas","Palearctic","#3370A6","#BEE7FF","#A6CCEA","biomesoplenty:marsh","minecraft:swamp"
"743","Nenjiang River grassland","9","Flooded Grasslands & Savannas","Palearctic","#5998A9","#BEE7FF","#CCDFFF","biomesoplenty:wetland","minecraft:swamp"
"744","Nile Delta flooded savanna","9","Flooded Grasslands & Savannas","Palearctic","#97DBE8","#BEE7FF","#A8D1E5","biomesoplenty:floodplain","minecraft:swamp"
"745","Saharan halophytics","9","Flooded Grasslands & Savannas","Palearctic","#3881AC","#BEE7FF","#97C9FF","biomesoplenty:marsh","minecraft:swamp"
"746","Suiphun-Khanka meadows and forest meadows","9","Flooded Grasslands & Savannas","Palearctic","#6BD3FA","#BEE7FF","#A9D4E0","biomesoplenty:wetland","minecraft:swamp"
"747","Tigris-Euphrates alluvial salt marsh","9","Flooded Grasslands & Savannas","Palearctic","#6CA8C4","#BEE7FF","#97C8FF","biomesoplenty:marsh","minecraft:swamp"
"748","Yellow Sea saline meadow","9","Flooded Grasslands & Savannas","Palearctic","#4DA6B8","#BEE7FF","#ABD6DB","biomesoplenty:marsh","minecraft:swamp"
"749","Altai alpine meadow and tundra","10","Montane Grasslands & Shrublands","Palearctic","#B8823C","#D6C39D","#DDC385","biomesoplenty:tundra","minecraft:snowy_slopes"
"750","Central Tibetan Plateau alpine steppe","10","Montane Grasslands & Shrublands","Palearctic","#E67938","#D6C39D","#ADAD89","biomesoplenty:tundra","minecraft:snowy_slopes"
"751","Eastern Himalayan alpine shrub and meadows","10","Montane Grasslands & Shrublands","Palearctic","#E8A382","#D6C39D","#D8B787","biomesoplenty:highland","minecraft:snowy_slopes"
"752","Ghorat-Hazarajat alpine meadow","10","Montane Grasslands & Shrublands","Palearctic","#BA3D4D","#D6C39D","#FFFACC","biomesoplenty:highland","minecraft:snowy_slopes"
"753","Hindu Kush alpine meadow","10","Montane Grasslands & Shrublands","Palearctic","#FA9A50","#D6C39D","#D3AD89","biomesoplenty:highland","minecraft:snowy_slopes"
"754","Karakoram-West Tibetan Plateau alpine steppe","10","Montane Grasslands & Shrublands","Palearctic","#EECB93","#D6C39D","#FDF2CA","biomesoplenty:tundra","minecraft:snowy_slopes"
"755","Khangai Mountains alpine meadow","10","Montane Grasslands & Shrublands","Palearctic","#C27F4B","#D6C39D","#CEA38A","biomesoplenty:highland","minecraft:snowy_slopes"
"756","Kopet Dag woodlands and forest steppe","10","Montane Grasslands & Shrublands","Palearctic","#D57739","#D6C39D","#F8E8C6","biomesoplenty:highland","minecraft:meadow"
"757","Kuh Rud and Eastern Iran montane woodlands","10","Montane Grasslands & Shrublands","Palearctic","#EB9B3C","#D6C39D","#C9C88B","biomesoplenty:highland","minecraft:meadow"
"758","Mediterranean High Atlas juniper steppe","10","Montane Grasslands & Shrublands","Palearctic","#D6A890","#D6C39D","#F3DEC2","biomesoplenty:highland","minecraft:meadow"
"759","North Tibetan Plateau-Kunlun Mountains alpine desert","10","Montane Grasslands & Shrublands","Palearctic","#EC8751","#D6C39D","#C4BD8C","biomesoplenty:tundra","minecraft:snowy_slopes"
"760","Northwestern Himalayan alpine shrub and meadows","10","Montane Grasslands & Shrublands","Palearctic","#F9D6AE","#D6C39D","#EED4BE","biomesoplenty:highland","minecraft:snowy_slopes"
"761","Ordos Plateau steppe","10","Montane Grasslands & Shrublands","Palearctic","#F7A86D","#D6C39D","#BFB38D","biomesoplenty:highland","minecraft:meadow"
"762","Pamir alpine desert and tundra","10","Montane Grasslands & Shrublands","Palearctic","#D69F45","#D6C39D","#E9A886","biomesoplenty:tundra","minecraft:snowy_slopes"
"763","Qilian Mountains subalpine meadows","10","Montane Grasslands & Shrublands","Palearctic","#A93800","#D6C39D","#BAAA8E","biomesoplenty:highland","minecraft:snowy_slopes"
"764","Sayan alpine meadows and tundra","10","Montane Grasslands & Shrublands","Palearctic","#B36942","#D6C39D","#E4E089","biomesoplenty:tundra","minecraft:snowy_slopes"
"765","Southeast Tibet shrublands and meadows","10","Montane Grasslands & Shrublands","Palearctic","#D5642C","#D6C39D","#B5A38E","biomesoplenty:highland","minecraft:meadow"
"766","Sulaiman Range alpine meadows","10","Montane Grasslands & Shrublands","Palearctic","#720000","#D6C39D","#DFD28B","biomesoplenty:highland","minecraft:snowy_slopes"
"767","Tian Shan montane steppe and meadows","10","Montane Grasslands & Shrublands","Palearctic","#DBA859","#D6C39D","#B09C8D","biomesoplenty:highland","minecraft:meadow"
"768","Tibetan Plateau alpine shrublands and meadows","10","Montane Grasslands & Shrublands","Palearctic","#B38160","#D6C39D","#DAC58D","biomesoplenty:tundra","minecraft:snowy_slopes"
"769","Western Himalayan alpine shrub and meadows","10","Montane Grasslands & Shrublands","Palearctic","#DF72FF","#D6C39D","#AB9489","biomesoplenty:highland","minecraft:snowy_slopes"
"770","Yarlung Zanbo arid steppe","10","Montane Grasslands & Shrublands","Palearctic","#E0B070","#D6C39D","#D5BA8E","biomesoplenty:highland","minecraft:meadow"
"771","Cherskii-Kolyma mountain tundra","11","Tundra","Palearctic","#5085A5","#9ED7C2","#CCFFFA","biomesoplenty:tundra","minecraft:snowy_slopes"
"772","Chukchi Peninsula tundra","11","Tundra","Palearctic","#5EC0AB","#9ED7C2","#91D1AF","biomesoplenty:tundra","minecraft:snowy_plains"
"773","Kamchatka tundra","11","Tundra","Palearctic","#5E9CC0","#9ED7C2","#C9FBF0","biomesoplenty:tundra","minecraft:snowy_plains"
"774","Kola Peninsula tundra","11","Tundra","Palearctic","#5DE3E2","#9ED7C2","#92CCA7","biomesoplenty:tundra","minecraft:snowy_plains"
"775","Northeast Siberian coastal tundra","11","Tundra","Palearctic","#7BF5CC","#9ED7C2","#C5F6E6","biomesoplenty:muskeg","minecraft:snowy_plains"
"776","Northwest Russian-Novaya Zemlya tundra","11","Tundra","Palearctic","#5DB3C8","#9ED7C2","#93C7C6","biomesoplenty:tundra","minecraft:snowy_plains"
"777","Novosibirsk Islands Arctic desert","11","Tundra","Palearctic","#77C2FB","#9ED7C2","#8BF1C4","biomesoplenty:cold_desert","minecraft:snowy_plains"
"778","Russian Arctic desert","11","Tundra","Palearctic","#558CB8","#9ED7C2","#94C2BC","biomesoplenty:cold_desert","minecraft:snowy_plains"
"779","Russian Bering tundra","11","Tundra","Palearctic","#4FACB3","#9ED7C2","#8DECB8","biomesoplenty:tundra","minecraft:snowy_plains"
"780","Scandinavian Montane Birch forest and grasslands","11","Tundra","Palearctic","#62C8CA","#9ED7C2","#94BDB3","biomesoplenty:snowy_maple_woods","minecraft:snowy_plains"
"781","Taimyr-Central Siberian tundra","11","Tundra","Palearctic","#519AAB","#9ED7C2","#90E7AD","biomesoplenty:tundra","minecraft:snowy_plains"
"782","Trans-Baikal Bald Mountain tundra","11","Tundra","Palearctic","#5AD5B6","#9ED7C2","#93B8AB","biomesoplenty:tundra","minecraft:snowy_slopes"
"783","Wrangel Island Arctic desert","11","Tundra","Palearctic","#59B4AF","#9ED7C2","#92E2DE","biomesoplenty:cold_desert","minecraft:snowy_plains"
"784","Yamal-Gydan tundra","11","Tundra","Palearctic","#5ADEC9","#9ED7C2","#8FB3A2","biomesoplenty:muskeg","minecraft:snowy_plains"
"785","Aegean and Western Turkey sclerophyllous and mixed forests","12","Mediterranean Forests, Woodlands & Scrub","Palearctic","#FF7F7C","#FE0000","#FF3400","biomesoplenty:lavender_field","minecraft:forest"
"786","Anatolian conifer and deciduous mixed forests","12","Mediterranean Forests, Woodlands & Scrub","Palearctic","#A80000","#FE0000","#D51941","biomesoplenty:mediterranean_forest","minecraft:forest"
"787","Canary Islands dry woodlands and forests","12","Mediterranean Forests, Woodlands & Scrub","Palearctic","#FFA77F","#FE0000","#FF1700","biomesoplenty:shrubland","minecraft:forest"
"788","Corsican montane broadleaf and mixed forests","12","Mediterranean Forests, Woodlands & Scrub","Palearctic","#FF7F7E","#FE0000","#FF246B","biomesoplenty:highland","minecraft:forest"
"789","Crete Mediterranean forests","12","Mediterranean Forests, Woodlands & Scrub","Palearctic","#F5A27A","#FE0000","#F50021","biomesoplenty:mediterranean_forest","minecraft:forest"
"790","Cyprus Mediterranean forests","12","Mediterranean Forests, Woodlands & Scrub","Palearctic","#A80000","#FE0000","#FF672A","biomesoplenty:mediterranean_forest","minecraft:forest"
"791","Eastern Mediterranean conifer-broadleaf forests","12","Mediterranean Forests, Woodlands & Scrub","Palearctic","#F5A27A","#FE0000","#F50020","biomesoplenty:mediterranean_forest","minecraft:forest"
"792","Iberian conifer forests","12","Mediterranean Forests, Woodlands & Scrub","Palearctic","#CD8966","#FE0000","#FF2C00","biomesoplenty:mediterranean_forest","minecraft:forest"
"793","Iberian sclerophyllous and semi-deciduous forests","12","Mediterranean Forests, Woodlands & Scrub","Palearctic","#E54C00","#FE0000","#F0063E","biomesoplenty:mediterranean_forest","minecraft:forest"
"794","Illyrian deciduous forests","12","Mediterranean Forests, Woodlands & Scrub","Palearctic","#F1873D","#FE0000","#FF1000","biomesoplenty:ominous_woods","minecraft:dark_forest"
"795","Italian sclerophyllous and semi-deciduous forests","12","Mediterranean Forests, Woodlands & Scrub","Palearctic","#E54C00","#FE0000","#EB0B5A","biomesoplenty:mediterranean_forest","minecraft:forest"
"796","Mediterranean Acacia-Argania dry woodlands and succulent thickets","12","Mediterranean Forests, Woodlands & Scrub","Palearctic","#F1873D","#FE0000","#FF0029","biomesoplenty:shrubland","minecraft:forest"
"797","Mediterranean dry woodlands and steppe","12","Mediterranean Forests, Woodlands & Scrub","Palearctic","#F5A27A","#FE0000","#E64710","biomesoplenty:shrubland","minecraft:forest"
"798","Mediterranean woodlands and forests","12","Mediterranean Forests, Woodlands & Scrub","Palearctic","#CD6667","#FE0000","#FF0046","biomesoplenty:mediterranean_forest","minecraft:forest"
"799","Northeast Spain and Southern France Mediterranean forests","12","Mediterranean Forests, Woodlands & Scrub","Palearctic","#D49E54","#FE0000","#E23315","biomesoplenty:lavender_field","minecraft:forest"
